excel_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29
94,555 Black Red Terminal M8 Blocks Power Supply Terminals Welding Machine Inverter Post Connector x 10,3275,Digilog,Y,Y,,,wiring_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Wiring row 97 into Parts inventory.,,,,,,Wiring,97,INV-0119,Done / On hand,0,status,BUY_NEW,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
95,Wire Insulation Heat Shrink Tubes,3999,,Y,Y,,,wiring_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Wiring row 102 into Parts inventory.,,,,,,Wiring,102,INV-0120,Done / On hand,0,status,BUY_NEW,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
96,"Hazard: 1 × red latching pushbutton, panel-mount, automotive 12V",,electronicstore.pk,,,pre_order_audit,stock_audit_then_local_topup,wiring_material,inspect_then_decide,planned_or_open,planned_or_open,"6mm PLUSE Switch10 Amp 16mm Latching Push Button Switch 12V and 24v Angel Eye LED Waterproof Stainless Steel Round (16mm, Red) Price in Pakistan | Open item with no procurement evidence yet. | Migrated from Wiring row 129 into Parts inventory.",,,,,,Wiring,129,INV-0121,P3 - Audit then buy,3,decision_or_timing,INSPECT_THEN_DECIDE,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
97,Dielectric Grease,5609,AliExpress,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Lot 1 confirmed arrived (user update 2026-04-27). Kept as separate ledger line.,✓,,,,,Substances,2,INV-0122,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,high,import_cn_or_global
98,Dielectric Grease,11529,adenwalla.net,Needs check,Y,post_baseline_only,no_additional_buy_duplicate_entry,consumable_material,inspect_then_decide,procured_or_on_hand,needs_confirmation,Keep as second dielectric-grease ledger line per user update 2026-04-27. User indicates two lots were bought; at least one has arrived; confirm second-lot receipt image/record.,ordered/in-flight,,,,,Substances,3,INV-0123,P1 - In flight / immediate,1,user_update_2026-04-27,INSPECT_THEN_DECIDE,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
99,PERMATEX 81150 DIE ELECTRIC TUNE UP GREASE 0.33 OZ,1288,Adenwalla & Sons,,COD,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 4 into Parts inventory.,,,,,,Substances,4,INV-0124,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
100,HB BODY 999 SEAM SEALER 300ML CARTR,7696,autohub,,,post_rust_repair,inspect_then_local_decide,replacement_part,inspect_then_decide,planned_or_open,planned_or_open,"Open item with no procurement evidence yet. | Migrated from Substances row 5 into Parts inventory. | RR action=Prefer local sourcing first, then online if unavailable.; evidence=Body chemistry stack should be bought as one bundle after rust map and weld scope are finalized. | Reconciled 2026-04-15: hold until tub-off rust/weld scope is confirmed; buy in one controlled post-inspection batch.",,,,,,Substances,5,INV-0125,P4 - Post inspection,4,Body chemistry/insulation gated to tub-off rust/weld findings,INSPECT_THEN_DECIDE,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
101,3mm Sound Damping Sheet / Deadening Pad,29500,megamotorsports,,,post_rust_repair,inspect_then_local_decide,consumable_material,inspect_then_decide,planned_or_open,planned_or_open,Open item with no procurement evidence yet. | Migrated from Substances row 6 into Parts inventory. | Reconciled 2026-04-15: hold until tub-off rust/weld scope is confirmed; buy in one controlled post-inspection batch.,,,,,,Substances,6,INV-0126,P4 - Post inspection,4,Body chemistry/insulation gated to tub-off rust/weld findings,INSPECT_THEN_DECIDE,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
102,HB BODY - U900 CAVITY WAX SPRAY U900 - 400ML,2250,autohub,,,post_rust_repair,inspect_then_local_decide,consumable_material,inspect_then_decide,planned_or_open,planned_or_open,Open item with no procurement evidence yet. | Migrated from Substances row 8 into Parts inventory. | Reconciled 2026-04-15: hold until tub-off rust/weld scope is confirmed; buy in one controlled post-inspection batch.,,,,,,Substances,8,INV-0127,P4 - Post inspection,4,Body chemistry/insulation gated to tub-off rust/weld findings,INSPECT_THEN_DECIDE,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
103,ROST FLASH PRO,1365,adenwalla,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Freeing bolts | Evidence indicates purchased/received. | Migrated from Substances row 13 into Parts inventory.,,,,,,Substances,13,INV-0128,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
104,Permatex Copper Anti Seize Lubricant Premium Quality in Pakistan,11000,Pakistan Power Tool,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 14 into Parts inventory.,,,,,,Substances,14,INV-0129,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
105,RAPTOR LINER TINTABLE STANDARD 3.8L KIT,39900,adenwalla,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 15 into Parts inventory.,,,,,,Substances,15,INV-0130,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
106,WD-40 Multi-Use Product Handy Can 200ml (Pack Of 3),2300,adenwalla,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 16 into Parts inventory.,,,,,,Substances,16,INV-0131,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
107,VMD Unlocking Protective Lubricating Agent 200ML × 1,1060,ToolsMart.pk,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 18 into Parts inventory.,,,,,,Substances,18,INV-0132,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
108,VMD Brake and Clutch Cleaner 400ML × 1,1840,ToolsMart.pk,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 19 into Parts inventory.,,,,,,Substances,19,INV-0133,Done / On hand,0,status,BUY_NEW,medium,"photo_group=engine_bay; group_photo_count=10; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
109,Loctite 290 – Medium/High Strength Wicking Grade Threadlocker × 1,1520,ToolsMart.pk,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 20 into Parts inventory.,,3000-10000,8000,Medium,Hardware / tool supplier,Substances,20,INV-0134,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
110,Lithium Grease + PTFE 400ML × 1,2200,ToolsMart.pk,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 21 into Parts inventory.,,,,,,Substances,21,INV-0135,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
111,Contact Cleaner 400ML × 1,1800,ToolsMart.pk,Y,Y,,,consumable_material,replace_or_procure,procured_or_on_hand,procured_or_on_hand,Evidence indicates purchased/received. | Migrated from Substances row 22 into Parts inventory.,,,,,,Substances,22,INV-0136,Done / On hand,0,status,BUY_NEW,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
112,Remove old LEDS,5000,,,,post_tub_off_inspection,inspect_then_local_decide,service_or_replacement_item,inspect_then_decide,planned_or_open,planned_or_open,Open item with no procurement evidence yet. | Migrated from Service row 2 into Parts inventory.,,,,,,Service,2,INV-0137,P4 - Post inspection,4,decision_or_timing,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
113,New battery purchase - installed,16000,Ghazi Road,Y,Y,completed,installed_no_more_required,service_or_replacement_item,replace_or_procure,procured_or_on_hand,procured_or_on_hand,"New battery is already purchased and installed. Gross PKR 20,000 less old battery return credit PKR 4,000 equals net PKR 16,000.",,installed,,,,Done / On hand,0,user_update_2026-05-01,P4 - Post inspection,4,decision_or_timing,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
114,roof,existing,,Y,,body_and_weather_seal,refurbish_send_out,existing_component,restore_and_reuse,planned_refresh,reuse_existing,RR action=confirm_vendor_scope_and_return_condition; evidence=fj40-00133|fj40-00229|akber_khan-00796 | Retain roof refresh path with channel repair; replace only if repair scope fails.,✓,,,,,Restore_Replace,2,INV-0139,P5 - Later phase,5,manual_bodywork_update_2026_04_15,REFRESH_EXISTING,low,"photo_group=roof_and_gutters; group_photo_count=4; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
115,doors,existing,,Y,,body_and_weather_seal,refurbish_send_out,existing_component,restore_and_reuse,completed_refresh,reuse_existing,RR action=confirm_vendor_scope_and_return_condition; evidence=fj40-00229|akber_khan-00568|akber_khan-00705|akber_khan-00796 | Doors repainted; reuse existing unless hidden damage appears at final fit-up.,✓,,,,,Restore_Replace,3,INV-0140,Done / On hand,0,manual_bodywork_update_2026_04_15,REFRESH_EXISTING,medium,"photo_group=removable_panels; group_photo_count=13; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
116,windows,existing,,Y,,body_and_weather_seal,refurbish_send_out,existing_component,restore_and_reuse,planned_refresh,reuse_existing,RR action=confirm_vendor_scope_and_return_condition; evidence=akber_khan-00568|akber_khan-00796 | Glass/frame retained; inspect seals at final fit-up before buying replacements.,✓,,,,,Restore_Replace,4,INV-0141,P5 - Later phase,5,manual_bodywork_update_2026_04_15,REFRESH_EXISTING,low,"photo_group=window_hardware; group_photo_count=1; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
117,hood,existing,,Y,,body_and_weather_seal,refurbish_send_out,existing_component,restore_and_reuse,planned_refresh,reuse_existing,RR action=confirm_vendor_scope_and_return_condition; evidence=akber_khan-00796 | Retain refresh path; buy only if post-weld/post-paint inspection finds non-repairable damage.,✓,1000-5000,5000,Low,Local rubber supplier,Restore_Replace,5,INV-0142,P5 - Later phase,5,manual_bodywork_update_2026_04_15,REFRESH_EXISTING,medium,"photo_group=body_exterior; group_photo_count=6; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
118,body_sections,existing,,Y,,body_and_weather_seal,refurbish_send_out,existing_component,restore_and_reuse,in_progress_refresh,reuse_existing,RR action=confirm_vendor_scope_and_return_condition; evidence=akber_khan-00796 | Lower body section repair/refinish in progress; no new panel buy unless weld inspection finds non-repairable areas.,✓,,,,,Restore_Replace,6,INV-0143,In progress - bodywork,1,manual_bodywork_update_2026_04_15,REFRESH_EXISTING,medium,"photo_group=body_exterior; group_photo_count=6; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
119,window_hardware,existing,,Y,,body_and_weather_seal,refurbish_service_subcomponents,existing_component,restore_and_reuse,existing_reuse,reuse_existing,RR action=service_mechanisms_and_rubbers_before_refit; evidence=akber_khan-00796,✓,,,,,Restore_Replace,7,INV-0144,Done / On hand,0,status,REFRESH_EXISTING,low,"photo_group=window_hardware; group_photo_count=1; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
120,rubbers_and_seals,existing,,Y,,body_and_weather_seal,refurbish_service_subcomponents,existing_component,restore_and_reuse,existing_reuse,reuse_existing,RR action=service_mechanisms_and_rubbers_before_refit; evidence=akber_khan-00796|akber_khan-00797,✓,,,,,Restore_Replace,8,INV-0145,Done / On hand,0,status,REFRESH_EXISTING,low,"photo_group=rubbers_and_seals; group_photo_count=1; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
121,interior,existing,,Y,,interior_refit,clean_store_for_reuse,existing_component,restore_and_reuse,existing_reuse,reuse_existing,RR action=complete_tagging_and_damage_check; evidence=akber_khan-00793|akber_khan-00796|akber_khan-00808,✓,,,,,Restore_Replace,9,INV-0146,Done / On hand,0,status,REFRESH_EXISTING,high,"photo_group=interior_cabin; group_photo_count=24; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
122,electrical_accessories,existing,,Y,,electrical,remove_nonbaseline_and_refit_clean,existing_component,restore_and_reuse,existing_reuse,reuse_existing,RR action=finish_deletion_of_old_accessory_wiring; evidence=fj40-00251,✓,,,,,Restore_Replace,10,INV-0147,Done / On hand,0,status,REFRESH_EXISTING,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
123,body_floor,existing,,Y,,body_structure,repair_in_place,existing_component,restore_and_reuse,in_progress_weld_repair,reuse_existing,RR action=close_floor_rust_map_and_repair_scope; evidence=akber_khan-00798 | Tub/chassis weld repair planned before final paint; keep as repair/reuse path.,✓,,,,,Restore_Replace,11,INV-0148,In progress - bodywork,1,manual_bodywork_update_2026_04_15,REFRESH_EXISTING,medium,"photo_group=body_floor; group_photo_count=15; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",high,low,local_pk_or_on_hand
124,Bedliner sprays,,,,,post_rust_repair,hold_until_post_weld_primer,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"RR action=Prefer local sourcing first, then online if unavailable.; evidence=Bedliner belongs after weld/rust closure and primer, not at tub-lift start.",,,,,,Restore_Replace,12,INV-0149,P5 - Later phase,5,procurement_pass2,BUY_NEW,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
125,Wax and grease remover,,,,,post_rust_repair,post_rust_map_body_stack_bundle,replacement_part,replace_or_procure,planned_or_open,planned_or_open,"RR action=Prefer local sourcing first, then online if unavailable.; evidence=Body chemistry stack should be bought as one bundle after rust map and weld scope are finalized.",,,,,,Restore_Replace,18,INV-0150,P5 - Later phase,5,procurement_pass2,BUY_NEW,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
126,Star washers (bite into metal),,,,,pre_order_audit,stock_audit_then_local_topup,replacement_part,inspect_then_decide,planned_or_open,planned_or_open,RR action=Use Montgomery Road / local electrical markets for small top-ups after stock count.; evidence=Workbook shows substantial wiring stock already received/paid; top up only missing sizes/connectors.,,,,,,Restore_Replace,21,INV-0153,P3 - Audit then buy,3,procurement_pass2,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
127,Split conduit / braided sleeve - Large,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,22,INV-0154,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
128,Split conduit / braided sleeve - Medium,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,23,INV-0155,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
129,Split conduit / braided sleeve - Small,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,24,INV-0156,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
130,Spotlight switch,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,25,INV-0157,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
131,Toggle switch,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,26,INV-0158,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
132,Winch switch,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,27,INV-0159,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
133,Electric wires,,,,,pre_order_audit,stock_audit_then_local_topup,replacement_part,inspect_then_decide,planned_or_open,planned_or_open,RR action=Use Montgomery Road / local electrical markets for small top-ups after stock count.; evidence=Workbook shows substantial wiring stock already received/paid; top up only missing sizes/connectors.,,,,,,Restore_Replace,33,INV-0162,P3 - Audit then buy,3,procurement_pass2,INSPECT_THEN_DECIDE,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
134,Horn relay,,,,,pre_order_audit,stock_audit_then_local_topup,replacement_part,inspect_then_decide,planned_or_open,planned_or_open,RR action=Use Montgomery Road / local electrical markets for small top-ups after stock count.; evidence=Workbook shows substantial wiring stock already received/paid; top up only missing sizes/connectors.,,,,,,Restore_Replace,35,INV-0163,P3 - Audit then buy,3,procurement_pass2,INSPECT_THEN_DECIDE,high,"photo_group=electrical_system; group_photo_count=52; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
135,Bed lining,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,36,INV-0164,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
136,Foam,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,38,INV-0165,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
137,Sound dampening sheets,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,39,INV-0166,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
138,Android unit,,,,,post_baseline_only,defer_as_non_baseline,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Entry is already explicitly deferred or duplicate against selected baseline.,,,,,,Restore_Replace,54,INV-0167,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
139,Power steering upgrade,,,,,post_baseline_only,defer_until_baseline_closure,replacement_part,deferred_decision,planned_or_open,planned_or_open,RR action=No supplier action now.; evidence=Upgrade/option item should wait until baseline reassembly scope is closed.,,,,,,Restore_Replace,58,INV-0169,P6 - Deferred / optional,6,procurement_pass2,DEFER_DECISION,high,"photo_group=chassis_underside; group_photo_count=32; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
140,Toyota Vitz SCP90 (1.3L) EPS column complete set,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,25000-60000,40000,High,Bilal Ganj / Partfinder / OLX / kabli importer,Parts_Estimates,2,INV-0170,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
141,Custom U-joints / intermediate shafts,,,,,post_baseline_only,estimate_then_decide,estimated_candidate,inspect_then_decide,estimate_only,estimate_only,Migrated from Parts_Estimates; needs buy/restore decision before ordering.,,15000-40000,25000,High,Fabricator / steering specialist,Parts_Estimates,3,INV-0171,P7 - Estimate only,7,status,INSPECT_THEN_DECIDE,medium,"photo_group=documentation_reference; group_photo_count=5; spot_checked=20260410_013927,20260411_065030,20260324_004852,20260323_210944,20260408_211754,20260413_005435,20260405_234652,20260321_235600,20260317_235150",medium,low,local_pk_or_on_hand
