entry_id,phase,workstream,bucket,item,company,transaction_number,order_date,expected_delivery_date,status,procurement_stage,payment_status,delivery_status,amount,currency,product_link,evidence_ref,audit_status,audit_priority,order_search_query,receipt_search_query
part_daraz_clear_pvc_bleed_hose_2m_20260504,06c_brake_system,brake_system,parts,2meter Clear PVC Hose Tube pipe ID7mm OD10mm transparent vinyl tubing,Daraz / GoBazaar.pk,242508745080938,2026-05-04,2026-05-07,received,received,paid,received,227,PKR,,user_update_2026-05-04_clear_bleed_hose_order|gmail_msg_19df408f0591f0c1|gmail_msg_19e021d05ca94bc4|gmail_order_242508745080938|gmail_delivery_242508745080938,verify_receipt_reference,medium,"""242508745080938"" ""Daraz / GoBazaar.pk"" ""2meter Clear PVC Hose Tube pipe ID7mm OD10mm transparent vinyl tubing"" (order OR confirmation OR shipped OR dispatch OR tracking)","""242508745080938"" ""Daraz / GoBazaar.pk"" ""2meter Clear PVC Hose Tube pipe ID7mm OD10mm transparent vinyl tubing"" (receipt OR invoice OR paid OR payment)"
part_daraz_kobe_heat_resistant_matt_black_spray_20260704,06c_brake_system,brake_system,parts,Kobe heat-resistant matt black silicone spray topcoat candidate - qty 1,Daraz / Collection Point (Lahore),245681309080938,2026-07-04,2026-07-07_to_2026-07-08,received,received,paid,received,1799,PKR,,gmail_msg_19f2e1d68c25ae75|gmail_order_245681309080938|bank_alert_19f2e1f5884d8494|gmail_msg_19f3cf54dc19f0a5|gmail_delivery_245681309080938,verify_receipt_reference,medium,"""245681309080938"" ""Daraz / Collection Point (Lahore)"" ""Kobe heat-resistant matt black silicone spray topcoat candidate - qty 1"" (order OR confirmation OR shipped OR dispatch OR tracking)","""245681309080938"" ""Daraz / Collection Point (Lahore)"" ""Kobe heat-resistant matt black silicone spray topcoat candidate - qty 1"" (receipt OR invoice OR paid OR payment)"
part_daraz_nitrile_gloves_black_l_100pc_20260504,06c_brake_system,brake_system,parts,Safety Black Disposable Nitrile gloves 100 PCs Box - black large,Daraz,242508745280938,2026-05-04,2026-05-14,received,received,paid,received,2333,PKR,,user_update_2026-05-04_nitrile_gloves_order|gmail_msg_19df408f2cc8e480|gmail_order_242508745280938|user_update_2026-05-14_nitrile_gloves_received,verify_receipt_reference,medium,"""242508745280938"" ""Daraz"" ""Safety Black Disposable Nitrile gloves 100 PCs Box - black large"" (order OR confirmation OR shipped OR dispatch OR tracking)","""242508745280938"" ""Daraz"" ""Safety Black Disposable Nitrile gloves 100 PCs Box - black large"" (receipt OR invoice OR paid OR payment)"
part_daraz_permatex_synthetic_brake_caliper_lubricant_20260704,06c_brake_system,brake_system,parts,"Permatex Synthetic Brake Caliper Lubricant, 0.5 oz - qty 1",Daraz / UA Techno precision (Multan),245692972480938,2026-07-04,2026-07-08_to_2026-07-10,received,received,paid,received,2590,PKR,,gmail_msg_19f2f7229795ea30|gmail_order_245692972480938|gmail_msg_19f4b94ce49a76ba|gmail_delivery_245692972480938,verify_receipt_reference,medium,"""245692972480938"" ""Daraz / UA Techno precision (Multan)"" ""Permatex Synthetic Brake Caliper Lubricant, 0.5 oz - qty 1"" (order OR confirmation OR shipped OR dispatch OR tracking)","""245692972480938"" ""Daraz / UA Techno precision (Multan)"" ""Permatex Synthetic Brake Caliper Lubricant, 0.5 oz - qty 1"" (receipt OR invoice OR paid OR payment)"
part_dot3_brake_fluid_autohub_6x354ml,06c_brake_system,brake_system,parts,DOT 3 brake fluid x6 - Autohub agreed replacement/substitution received,Autohub,62228,2026-05-03,2026-05-06,received,received,paid,received,5349,PKR,,gmail_msg_19def26c095be6e3|gmail_order_1762228|autohub_order_62228|bank_alert_19def26f0ee43471|gmail_msg_19df71b7d1c14a42|gmail_msg_19df81f2b45fe7de|blueex_tracking_AhubRider|user_update_2026-05-08_brake_fluid_replacement_arrived,verify_receipt_reference,medium,"""62228"" ""Autohub"" ""DOT 3 brake fluid x6 - Autohub agreed replacement/substitution received"" (order OR confirmation OR shipped OR dispatch OR tracking)","""62228"" ""Autohub"" ""DOT 3 brake fluid x6 - Autohub agreed replacement/substitution received"" (receipt OR invoice OR paid OR payment)"
part_front_brake_hose_pair,06c_brake_system,brake_system,parts,Front flexible brake hose pair - visible bracket and short hard-line route,Amir runner / Montgomery Road brake hydraulic hose shop / written spec or labelled sample required,,,,planned,runner_spec_controlled,not_paid,not_ordered,,PKR,,BR-FRONT-004|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|docs/amir-montgomery-road-shopping-list-20260527.md,quote_or_plan_only,medium,"""Amir runner / Montgomery Road brake hydraulic hose shop / written spec or labelled sample required"" ""Front flexible brake hose pair - visible bracket and short hard-line route"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Amir runner / Montgomery Road brake hydraulic hose shop / written spec or labelled sample required"" ""Front flexible brake hose pair - visible bracket and short hard-line route"" (receipt OR invoice OR paid OR payment)"
part_front_caliper_rebuild_or_replace_pair,06c_brake_system,brake_system,parts,Front Sumitomo fixed-caliper replacement or professional rebuild pair,Amir runner / Land Cruiser parts shop / brake caliper rebuilder,,,,planned,runner_spec_controlled,not_paid,not_ordered,,PKR,,BR-FRONT-002|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|docs/amir-montgomery-road-shopping-list-20260527.md,quote_or_plan_only,medium,"""Amir runner / Land Cruiser parts shop / brake caliper rebuilder"" ""Front Sumitomo fixed-caliper replacement or professional rebuild pair"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Amir runner / Land Cruiser parts shop / brake caliper rebuilder"" ""Front Sumitomo fixed-caliper replacement or professional rebuild pair"" (receipt OR invoice OR paid OR payment)"
part_front_disc_pad_axle_set_sumitomo_20260530,06c_brake_system,brake_system,parts,Front disc brake pad axle set - Sumitomo fixed-caliper reference 04491-60010/04465-35170,BTB Products / CruiserParts / local Toyota-Land Cruiser parts counter,,2026-05-30,,planned,runner_spec_controlled,not_paid,not_ordered,39.99,USD,https://btbprod.com/product/fj40-fj45-fj55-fj60-fj62-performance-front-disc-brake-pad-04491-60010-set-1970-1971-1972-1973-1974-1975-1976-1977-1978-1979-1980-1981-1982-1983-1984-1985-1986-1987-1988-1989-1990/,BR-FRONT-001|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|user_update_2026-05-30_split_front_pad_hardware_components|data/manual/front_disc_component_order_options.csv,quote_or_plan_only,medium,"""BTB Products / CruiserParts / local Toyota-Land Cruiser parts counter"" ""Front disc brake pad axle set - Sumitomo fixed-caliper reference 04491-60010/04465-35170"" (order OR confirmation OR shipped OR dispatch OR tracking)","""BTB Products / CruiserParts / local Toyota-Land Cruiser parts counter"" ""Front disc brake pad axle set - Sumitomo fixed-caliper reference 04491-60010/04465-35170"" (receipt OR invoice OR paid OR payment)"
part_front_disc_pad_pin_hardware_kit_sumitomo_20260530,06c_brake_system,brake_system,parts,Front brake pad retaining hardware kit - 4 pins 2 anti-rattle springs 2 clips,CruiserTeq / Man-A-Fre / local Toyota-Land Cruiser parts counter,,2026-05-30,,planned,runner_spec_controlled,not_paid,not_ordered,8.00,USD,https://cruiserteq.com/front-caliper-hardware-kit-fits-9-1975-1-1990-4x-5x-6x-7x-with-factory-front-disc-brakes-br06158k/,BR-FRONT-001|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|user_update_2026-05-30_split_front_pad_hardware_components|data/manual/front_disc_component_order_options.csv,quote_or_plan_only,medium,"""CruiserTeq / Man-A-Fre / local Toyota-Land Cruiser parts counter"" ""Front brake pad retaining hardware kit - 4 pins 2 anti-rattle springs 2 clips"" (order OR confirmation OR shipped OR dispatch OR tracking)","""CruiserTeq / Man-A-Fre / local Toyota-Land Cruiser parts counter"" ""Front brake pad retaining hardware kit - 4 pins 2 anti-rattle springs 2 clips"" (receipt OR invoice OR paid OR payment)"
part_front_rotor_service_pair,06c_brake_system,brake_system,parts,Front rotor replacement pair - measure old rotors for exact match,Amir runner / local Toyota-Land Cruiser parts counter / brake parts shop,,,,planned,runner_spec_controlled,not_paid,not_ordered,,PKR,,BR-FRONT-003|20260529_183947_gp_lSYuESVg|20260529_183959_gp_MlRssDVA|20260529_184010_gp_3htpDpPQ|20260529_184012_gp_Q01c08NA|user_update_2026-05-29_replace_all_front_disc_parts|docs/amir-montgomery-road-shopping-list-20260527.md,quote_or_plan_only,medium,"""Amir runner / local Toyota-Land Cruiser parts counter / brake parts shop"" ""Front rotor replacement pair - measure old rotors for exact match"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Amir runner / local Toyota-Land Cruiser parts counter / brake parts shop"" ""Front rotor replacement pair - measure old rotors for exact match"" (receipt OR invoice OR paid OR payment)"
part_rear_axle_hard_brake_lines,06c_brake_system,brake_system,parts,Rear axle brake hard-line pair - 4.75 mm / 3/16 in tube with fittings by flare/thread,,,,,planned,spec_needed_before_order,not_paid,not_ordered,,PKR,,BR-REAR-002|20260501_194305_gp_EllBGvXA|20260501_194313_gp_lfUqLibA|20260514_100647_gp_foDr3ymA,quote_or_plan_only,medium,"""Rear axle brake hard-line pair - 4.75 mm / 3/16 in tube with fittings by flare/thread"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Rear axle brake hard-line pair - 4.75 mm / 3/16 in tube with fittings by flare/thread"" (receipt OR invoice OR paid OR payment)"
part_rear_center_brake_flex_hose,06c_brake_system,brake_system,parts,Rear center frame-to-axle brake flex hose - local/catalog first using 553-103 reference,local brake hose/Toyota parts supplier,553-103_reference_only,,,planned,purchase_ready_local_catalog_first_pending_sample_match,not_paid,not_ordered,,PKR,,BR-REAR-003|20260501_194305_gp_EllBGvXA|20260501_194313_gp_lfUqLibA|user_chat_2026-05-23_rear_drum_open|cruisercorps_553-103_reference_only|gmail_import_2026-05-24_no_brake_order|user_update_2026-05-24_local_only_no_expensive_imports,quote_or_plan_only,medium,"""553-103_reference_only"" ""local brake hose/Toyota parts supplier"" ""Rear center frame-to-axle brake flex hose - local/catalog first using 553-103 reference"" (order OR confirmation OR shipped OR dispatch OR tracking)","""553-103_reference_only"" ""local brake hose/Toyota parts supplier"" ""Rear center frame-to-axle brake flex hose - local/catalog first using 553-103 reference"" (receipt OR invoice OR paid OR payment)"
part_rear_parking_brake_cable_set,06c_brake_system,brake_system,parts,FJ40 BJ-40 Toyota Land Cruiser hand brake cable,Daraz / Vintage Jeep Parts,243701549680938,2026-05-25,2026-05-28_to_2026-06-05,received,received_candidate_or_buy_missing_sections,paid,received,5795,PKR,,BR-REAR-001|20260501_194305_gp_EllBGvXA|20260501_194322_gp_XuRtjN4w|20260512_072723_gp_r9KEkOdg|20260512_072742_gp_uSvGBUiA|20260512_072947_gp_bNB9GvHA|toyota_46410-60092_reference|cruiserparts_46410-60092_reference|web_mustakbil_sna_auto_control_cables|docs/pakistan-brake-piping-handbrake-sources-20260524.md|gmail_msg_19e5e241f244eee6|gmail_order_243701549680938|bank_alert_19e5e24ab832b0b7|user_update_2026-05-26_hand_brake_cable_received|gmail_msg_19e6365b0b6ff3b2|gmail_delivery_243701549680938|user_update_2026-06-19_long_handbrake_cable_wheel_end_parts_needed|user_update_2026-06-19_replace_all_handbrake_springs|user_update_2026-06-19_handbrake_cable_definite_need|user_request_2026-06-19_handbrake_buy_links_all_parts,verify_receipt_reference,medium,"""243701549680938"" ""Daraz / Vintage Jeep Parts"" ""FJ40 BJ-40 Toyota Land Cruiser hand brake cable"" (order OR confirmation OR shipped OR dispatch OR tracking)","""243701549680938"" ""Daraz / Vintage Jeep Parts"" ""FJ40 BJ-40 Toyota Land Cruiser hand brake cable"" (receipt OR invoice OR paid OR payment)"
tool_daraz_industrial_wire_brush_drill_sets_2x_20260704,06c_brake_system,brake_system,tools,6 pc industrial wire brush drill set plus knife brush - qty 2 sets,Daraz / Zia Ud Din Mill Store,244576445280938,2026-07-04,2026-07-06_to_2026-07-07,received,received,paid,received,2110,PKR,,gmail_msg_19f2e28deee0343a|gmail_order_244576445280938|bank_alert_19f2e29b68750906|gmail_msg_19f46a432c7a6a58|gmail_delivery_244576445280938,verify_receipt_reference,medium,"""244576445280938"" ""Daraz / Zia Ud Din Mill Store"" ""6 pc industrial wire brush drill set plus knife brush - qty 2 sets"" (order OR confirmation OR shipped OR dispatch OR tracking)","""244576445280938"" ""Daraz / Zia Ud Din Mill Store"" ""6 pc industrial wire brush drill set plus knife brush - qty 2 sets"" (receipt OR invoice OR paid OR payment)"
tool_daraz_pipe_bender_180_tube_bender_20260504,06c_brake_system,brake_system,tools,"Pipe Bender 180 tube bender - 3/8 in, 1/4 in, 5/16 in",Daraz / Megatronics pk (Peshawar),242508744880938,2026-05-04,2026-05-07,received,received,paid,received,4499,PKR,,user_update_2026-05-04_daraz_pipe_bender_order|gmail_msg_19df408ef23d48b1|gmail_msg_19e021d0af9de008|gmail_order_242508744880938|gmail_delivery_242508744880938,verify_receipt_reference,medium,"""242508744880938"" ""Daraz / Megatronics pk (Peshawar)"" ""Pipe Bender 180 tube bender - 3/8 in, 1/4 in, 5/16 in"" (order OR confirmation OR shipped OR dispatch OR tracking)","""242508744880938"" ""Daraz / Megatronics pk (Peshawar)"" ""Pipe Bender 180 tube bender - 3/8 in, 1/4 in, 5/16 in"" (receipt OR invoice OR paid OR payment)"
part_brighto_extreme_paint_remover_3l_amir_20260528,03b_chassis_fixing,chassis_fixing,parts,Brighto Extreme Paint Remover - 3 L,Brighto Paints,1695,2026-06-02,,received,received,paid,received,4670,PKR,,user_update_2026-05-28_procured_by_amir_addendum|gmail_msg_19e868d88f131e0b|gmail_msg_19e88ca5449085af|brighto_order_1695|user_update_2026-06-15_paint_remover_in_use,verify_receipt_reference,medium,"""1695"" ""Brighto Paints"" ""Brighto Extreme Paint Remover - 3 L"" (order OR confirmation OR shipped OR dispatch OR tracking)","""1695"" ""Brighto Paints"" ""Brighto Extreme Paint Remover - 3 L"" (receipt OR invoice OR paid OR payment)"
part_chassis_masking_plugs_tape_solvent_wipes,03b_chassis_fixing,chassis_fixing,parts,Chassis coating masking pack - Ultra-cloth solvent-safe wipes and masking tape,Autohub + Autostore.pk,1762336|80788,2026-05-08,,received,received,paid,received,7099,PKR,,user_update_2026-05-08_chassis_raptor_masking_consumables_needed|user_update_2026-05-08_chassis_masking_tape_wipes_purchased|user_update_2026-05-11_ultra_cloth_masking_tape_received|gmail_msg_19e07889134f5cb5|gmail_order_1762336|gmail_msg_19e0c5bf0525eaf0|blueex_tracking_AhubRider|bank_alert_19e0788ae42cca42|gmail_msg_19e078ab2e5df2f2|autostore_order_80788,verify_receipt_reference,medium,"""1762336|80788"" ""Autohub + Autostore.pk"" ""Chassis coating masking pack - Ultra-cloth solvent-safe wipes and masking tape"" (order OR confirmation OR shipped OR dispatch OR tracking)","""1762336|80788"" ""Autohub + Autostore.pk"" ""Chassis coating masking pack - Ultra-cloth solvent-safe wipes and masking tape"" (receipt OR invoice OR paid OR payment)"
tool_daraz_nylon_paint_brush_set_5x3pc_20260704,03b_chassis_fixing,chassis_fixing,tools,Nylon paint brush set - 5 packs of 3 pcs assorted sizes,Daraz / Openness,244564866480938,2026-07-04,2026-07-07_to_2026-07-09,received,received,paid,received,1900,PKR,,gmail_msg_19f2d67f15e0c135|gmail_order_244564866480938|bank_alert_19f2d68a0100f999|gmail_msg_19f3cf54d37c72b0|gmail_delivery_244564866480938,verify_receipt_reference,medium,"""244564866480938"" ""Daraz / Openness"" ""Nylon paint brush set - 5 packs of 3 pcs assorted sizes"" (order OR confirmation OR shipped OR dispatch OR tracking)","""244564866480938"" ""Daraz / Openness"" ""Nylon paint brush set - 5 packs of 3 pcs assorted sizes"" (receipt OR invoice OR paid OR payment)"
part_bilal_ganj_body_packing_20260710,03_body_chassis,chassis_rubbers,parts,Bilal Ganj receipt line - body packing / باڈی پیکنگ x2,Muhammad Bilal / Bilal Ganj rubber-body hardware supplier,bilal_ganj_urdu_receipt_03084210553_20260710,2026-07-10,,received,completed_receipt_line,paid,received,3000,PKR,,20260710_bilal_ganj_urdu_receipt_user_photo|data/manual/bilal_ganj_bill_breakdown_20260710.csv|20260710_165119_gp_LStiDaCg|20260710_223009_gp_v6AjWz1A|20260710_223401_gp_PoVmWQPw|20260710_224045_gp_fSkEXeCg,verify_receipt_reference,medium,"""bilal_ganj_urdu_receipt_03084210553_20260710"" ""Muhammad Bilal / Bilal Ganj rubber-body hardware supplier"" ""Bilal Ganj receipt line - body packing / باڈی پیکنگ x2"" (order OR confirmation OR shipped OR dispatch OR tracking)","""bilal_ganj_urdu_receipt_03084210553_20260710"" ""Muhammad Bilal / Bilal Ganj rubber-body hardware supplier"" ""Bilal Ganj receipt line - body packing / باڈی پیکنگ x2"" (receipt OR invoice OR paid OR payment)"
part_bilal_ganj_cover_foam_rubber_20260710,03_body_chassis,chassis_rubbers,parts,Bilal Ganj receipt line - cover foam rubber / کور فوم ربڑ x4,Muhammad Bilal / Bilal Ganj rubber-body hardware supplier,bilal_ganj_urdu_receipt_03084210553_20260710,2026-07-10,,received,completed_receipt_line,paid,received,10000,PKR,,20260710_bilal_ganj_urdu_receipt_user_photo|data/manual/bilal_ganj_bill_breakdown_20260710.csv|20260710_222718_gp_bIgLuHVw|20260710_223557_gp_RgUvwq5g|20260710_224045_gp_fSkEXeCg,verify_receipt_reference,medium,"""bilal_ganj_urdu_receipt_03084210553_20260710"" ""Muhammad Bilal / Bilal Ganj rubber-body hardware supplier"" ""Bilal Ganj receipt line - cover foam rubber / کور فوم ربڑ x4"" (order OR confirmation OR shipped OR dispatch OR tracking)","""bilal_ganj_urdu_receipt_03084210553_20260710"" ""Muhammad Bilal / Bilal Ganj rubber-body hardware supplier"" ""Bilal Ganj receipt line - cover foam rubber / کور فوم ربڑ x4"" (receipt OR invoice OR paid OR payment)"
part_aliexpress_waterproof_relay_5pin_40a_6pc_20260511,04_electrical_reset,electrical_reset,parts,Waterproof 5-pin 40A automotive relay pack - 5PIN 40A DC12V x6,AliExpress,3070231697837489,2026-05-11,,received,received,paid,received,8196,PKR,,gmail_msg_19e10f7bc91fba44|gmail_msg_19e161ddf7117e32|gmail_order_3070231697837489|user_update_2026-05-13_relay_pack_arrived,verify_receipt_reference,medium,"""3070231697837489"" ""AliExpress"" ""Waterproof 5-pin 40A automotive relay pack - 5PIN 40A DC12V x6"" (order OR confirmation OR shipped OR dispatch OR tracking)","""3070231697837489"" ""AliExpress"" ""Waterproof 5-pin 40A automotive relay pack - 5PIN 40A DC12V x6"" (receipt OR invoice OR paid OR payment)"
part_cable_sleeve_protection,04_electrical_reset,electrical_reset,parts,"Braided sleeve inventory - 8/10/14/16/20 mm sleeves, 5m lengths received",electronicsstore.pk / HAQ ELECTRIC,,,,received,received,paid,received,,PKR,,user_seed|akber_khan-00489|fj40-00276|fj40-00282,verify_receipt_reference,medium,"""electronicsstore.pk / HAQ ELECTRIC"" ""Braided sleeve inventory - 8/10/14/16/20 mm sleeves, 5m lengths received"" (order OR confirmation OR shipped OR dispatch OR tracking)","""electronicsstore.pk / HAQ ELECTRIC"" ""Braided sleeve inventory - 8/10/14/16/20 mm sleeves, 5m lengths received"" (receipt OR invoice OR paid OR payment)"
part_daraz_cable_clip_clamp_assortment_20260527,04_electrical_reset,electrical_reset,parts,Daraz cable support clamp assortment - 2/3mm wire-rope clamps x10 and 304 stainless PV cable clips x10,Daraz / Buy More Save More Store,242670698380938,2026-05-27,2026-06-04_to_2026-06-10,received,received,paid,received,2216,PKR,,gmail_msg_19e6616c326fb4d4|gmail_order_242670698380938|bank_alert_19e6618015d8106b|gmail_msg_19eb180fb11bdef1|gmail_delivery_242670698380938,verify_receipt_reference,medium,"""242670698380938"" ""Daraz / Buy More Save More Store"" ""Daraz cable support clamp assortment - 2/3mm wire-rope clamps x10 and 304 stainless PV cable clips x10"" (order OR confirmation OR shipped OR dispatch OR tracking)","""242670698380938"" ""Daraz / Buy More Save More Store"" ""Daraz cable support clamp assortment - 2/3mm wire-rope clamps x10 and 304 stainless PV cable clips x10"" (receipt OR invoice OR paid OR payment)"
part_dielectric_grease,04_electrical_reset,electrical_reset,parts,Dielectric grease,Adenwalla & Sons,3070231697777489,,,received,received,paid,received,5609,PKR,,user_seed|akber_khan-00489|gmail_msg_19d0f6304329edde|gmail_msg_19d9ff896e3406a1|gmail_order_3070231697777489|gmail_package_PK001206015RS|photo_20260424_part_dielectric_grease_aliexpress_order_3070231697777489.jpg,verify_receipt_reference,medium,"""3070231697777489"" ""Adenwalla & Sons"" ""Dielectric grease"" (order OR confirmation OR shipped OR dispatch OR tracking)","""3070231697777489"" ""Adenwalla & Sons"" ""Dielectric grease"" (receipt OR invoice OR paid OR payment)"
part_electric_wires,04_electrical_reset,electrical_reset,parts,"Electric wire inventory - 4 AWG red/black silicone cable, 1m each (approx 21 mm2)",AliExpress,3070027285627489,2026-03-18,,received,received,paid,received,11529,PKR,,user_seed|akber_khan-00489|akber_khan-00497|user_update_2026-04-22_wiring_built|gmail_msg_19d045e33582292a|gmail_msg_19d3e56a9e4a3991|gmail_order_3070027285627489|gmail_package_PK015187314R|photo_20260424_part_electric_wires_aliexpress_3070027285627489.jpg,verify_receipt_reference,medium,"""3070027285627489"" ""AliExpress"" ""Electric wire inventory - 4 AWG red/black silicone cable, 1m each (approx 21 mm2)"" (order OR confirmation OR shipped OR dispatch OR tracking)","""3070027285627489"" ""AliExpress"" ""Electric wire inventory - 4 AWG red/black silicone cable, 1m each (approx 21 mm2)"" (receipt OR invoice OR paid OR payment)"
part_fastener_kit_d_millat,04_electrical_reset,electrical_reset,parts,Fastener Kit D: Grounding hardware - star/serrated washers M6/M8/M10 + cleaned contact points,MTL Parts,38902|38903,2026-04-18,,received,received,paid,received,,PKR,,gmail_msg_19d9d26f415b48fa|gmail_msg_19d9cd91c8d55038|gmail_msg_19d9ce99ff7c3bab|gmail_msg_19db2d73afb4876e|gmail_msg_19db2d7aa7027a2c|gmail_msg_19dbc4673054004c|gmail_msg_19dbc462741aef46|gmail_msg_19e0722af30bb1af|gmail_msg_19e63d37bef39526|gmail_order_38903_processing_20260526|user_update_2026-06-15_millat_items_received,verify_receipt_reference,medium,"""38902|38903"" ""MTL Parts"" ""Fastener Kit D: Grounding hardware - star/serrated washers M6/M8/M10 + cleaned contact points"" (order OR confirmation OR shipped OR dispatch OR tracking)","""38902|38903"" ""MTL Parts"" ""Fastener Kit D: Grounding hardware - star/serrated washers M6/M8/M10 + cleaned contact points"" (receipt OR invoice OR paid OR payment)"
part_h4_ceramic_headlight_connector_high,04_electrical_reset,electrical_reset,parts,H4 ceramic headlight connectors - x4 received,Auto Xpert Pakistan,1599,2026-03-21,,received,received,paid,received,1350,PKR,,user_image_2026-03-21_electrical_leftovers|gmail_msg_19d0ecbd9da965f4|gmail_order_1599|workbook_parts_row_76_received_y_paid_y|photo_20260424_part_h4_ceramic_headlight_connector_high_autoxpert_order_1599.jpg|user_update_2026-05-01_h4_connectors_received,verify_receipt_reference,medium,"""1599"" ""Auto Xpert Pakistan"" ""H4 ceramic headlight connectors - x4 received"" (order OR confirmation OR shipped OR dispatch OR tracking)","""1599"" ""Auto Xpert Pakistan"" ""H4 ceramic headlight connectors - x4 received"" (receipt OR invoice OR paid OR payment)"
part_hidden_diesel_cutoff_switch,04_electrical_reset,electrical_reset,parts,Fuel stop switch / hidden diesel cutoff (needle-type switch),,,,,received,received,paid,received,,PKR,,user_image_2026-03-21_electrical_leftovers|photo_20260420_221819_gp_YV69fbvA|photo_20260421_194401_gp_1dY3fLdw|user_update_2026-05-02_parts_review,verify_receipt_reference,medium,"""Fuel stop switch / hidden diesel cutoff (needle-type switch)"" (order OR confirmation OR shipped OR dispatch OR tracking)","""Fuel stop switch / hidden diesel cutoff (needle-type switch)"" (receipt OR invoice OR paid OR payment)"
part_rubber_grommet_set,04_electrical_reset,electrical_reset,parts,Rubber grommet set,AliExpress,,2026-04-22,,received,received,paid,received,,PKR,https://www.aliexpress.com/i/1005008318051049.html,user_seed|akber_khan-00489|akber_khan-00497|fj40-00276|fj40-00282|user_update_2026-04-22_grommet_received|user_update_2026-05-01_grommet_image_wrong,verify_receipt_reference,medium,"""AliExpress"" ""Rubber grommet set"" (order OR confirmation OR shipped OR dispatch OR tracking)","""AliExpress"" ""Rubber grommet set"" (receipt OR invoice OR paid OR payment)"
part_split_conduit_braided_sleeve_large,04_electrical_reset,electrical_reset,parts,"Split conduit / braided sleeve inventory - 20 mm, 5m lengths",electronicsstore.pk / workbook inventory,,,,received,received,paid,received,,PKR,,user_image_2026-03-21_electrical_leftovers,verify_receipt_reference,medium,"""electronicsstore.pk / workbook inventory"" ""Split conduit / braided sleeve inventory - 20 mm, 5m lengths"" (order OR confirmation OR shipped OR dispatch OR tracking)","""electronicsstore.pk / workbook inventory"" ""Split conduit / braided sleeve inventory - 20 mm, 5m lengths"" (receipt OR invoice OR paid OR payment)"
part_split_conduit_braided_sleeve_medium,04_electrical_reset,electrical_reset,parts,"Split conduit / braided sleeve inventory - 14/16 mm, 5m lengths",electronicsstore.pk / workbook inventory,,,,received,received,paid,received,,PKR,,user_image_2026-03-21_electrical_leftovers,verify_receipt_reference,medium,"""electronicsstore.pk / workbook inventory"" ""Split conduit / braided sleeve inventory - 14/16 mm, 5m lengths"" (order OR confirmation OR shipped OR dispatch OR tracking)","""electronicsstore.pk / workbook inventory"" ""Split conduit / braided sleeve inventory - 14/16 mm, 5m lengths"" (receipt OR invoice OR paid OR payment)"
part_split_conduit_braided_sleeve_small,04_electrical_reset,electrical_reset,parts,"Split conduit / braided sleeve inventory - 8/10 mm, 5m lengths received; no extra 8mm order",electronicsstore.pk / workbook inventory,,,,received,received,paid,received,,PKR,,user_image_2026-03-21_electrical_leftovers,verify_receipt_reference,medium,"""electronicsstore.pk / workbook inventory"" ""Split conduit / braided sleeve inventory - 8/10 mm, 5m lengths received; no extra 8mm order"" (order OR confirmation OR shipped OR dispatch OR tracking)","""electronicsstore.pk / workbook inventory"" ""Split conduit / braided sleeve inventory - 8/10 mm, 5m lengths received; no extra 8mm order"" (receipt OR invoice OR paid OR payment)"
tool_electrical_test_kit,04_electrical_reset,electrical_reset,tools,Electrical test kit,AliExpress,3070231697877489,2026-03-22,,received,received,paid,received,8811,PKR,,user_seed|akber_khan-00489|akber_khan-00638|gmail_msg_19d146a9c4d6e8c9|gmail_msg_19d7678e0f8b0da0|gmail_msg_19d7b9f19fa4f39f|gmail_order_3070231697877489|photo_20260424_tool_electrical_test_kit_aliexpress_order_3070231697877489.jpg|user_update_2026-05-02_electrical_test_kit_received,verify_receipt_reference,medium,"""3070231697877489"" ""AliExpress"" ""Electrical test kit"" (order OR confirmation OR shipped OR dispatch OR tracking)","""3070231697877489"" ""AliExpress"" ""Electrical test kit"" (receipt OR invoice OR paid OR payment)"
