entry_id,date,phase,workstream,bucket,category,item,status,amount,currency,amount_status,company,transaction_number,expected_delivery_date,source,evidence_ref,payment_status,delivery_status,procurement_stage,product_link,notes
tool_daraz_mini_wire_brush_set_x2,2026-05-02,00_site_setup,site_setup,tools,cleaning_tool,"3 pc mini wire brush set - brass, nylon, stainless steel bristles x2",received,561,PKR,confirmed,Daraz / Bunyad Collection (Karachi),242365766980938,2026-05-07,gmail,gmail_msg_19de62bcd140fa41|gmail_order_242365766980938|gmail_msg_19df29a687866969|gmail_delivery_242365766980938,paid,received,received,https://www.daraz.pk/products/i192752152-s1385484991.html?urlFlag=true&mp=1,Daraz order confirmed 2026-05-02; delivery window 2026-05-05 to 2026-05-07. Two 3 pc mini wire brush sets at PKR 198 each; subtotal PKR 396 plus PKR 165 shipping. Product link: https://www.daraz.pk/products/i192752152-s1385484991.html?urlFlag=true&mp=1 | Gmail Daraz delivery email confirms order 242365766980938 delivered on 2026-05-04: two 3 pc mini wire brush sets.
tool_daraz_heavy_duty_cup_brush_x5_20260602,2026-06-02,00_site_setup,site_setup,tools,abrasive_cleaning,"Heavy Duty Cup Brush for Angle Grinder - 3/4 in listed sizes, twisted/crimped wire x5",received,2190,PKR,confirmed,Daraz / MOBI COLORS & TOOLS,243954390480938,,gmail,gmail_msg_19e87bc4572184a6|gmail_delivery_243954390480938,paid,received,received,,"Gmail import 2026-06-03: Daraz order 243954390480938 was delivered 2026-06-02 from MOBI COLORS & TOOLS. Line item: Heavy Duty Cup Brush for Angle Grinder | 3 in and 4 in sizes available | Twisted and crimped wire | Soft and hard | Scale, Rust and Paint Remover, qty 5 at PKR 399 each plus PKR 195 shipping, total PKR 2190, paid by JazzCash. Receipt/use check: confirm actual brush size, thread/arbor compatibility, RPM rating, wire retention, and guard clearance before grinder use; use eye/face protection and keep away from brake/fuel lines, seals, and wiring."
tool_chassis_angle_grinder_cup_brush_repeat_x5_20260615,2026-06-15,03b_chassis_fixing,chassis_fixing,tools,abrasive_cleaning,Angle-grinder wire cup brushes - repeat proven chassis-cleaning size x5,planned,,PKR,missing,local / Daraz / ToolsMart same proven SKU,,,user_update,user_update_2026-06-15_wire_brush_consumption,not_paid,not_ordered,purchase_ready,,"Buy five more of the same angle-grinder-compatible brush size/fitting that previously worked on the chassis. Basis: user reports two brushes cleaned roughly one-third of the chassis; five additional brushes cover remaining work plus contingency. Match the actual grinder fit and RPM rating; reject smaller unknown-hole brushes, drill-only shank brushes, or any brush that cannot run with safe guard clearance."
tool_daraz_safety_goggles_cleanup,2026-05-02,00_site_setup,site_setup,tools,ppe,Safety goggles / protective glasses for grinding and cleaning,received,764,PKR,confirmed,Daraz / Reliable_Shop,242365766080938,2026-05-07,gmail,gmail_msg_19de62bcddc3ff3a|gmail_order_242365766080938|gmail_msg_19df29a6c4e6d2b8|gmail_delivery_242365766080938,paid,received,received,https://www.daraz.pk/products/i649346371-s3029400460.html?urlFlag=true&mp=1,Daraz order confirmed 2026-05-02; delivery window 2026-05-05 to 2026-05-07. Safety protective glasses x1; subtotal PKR 599 plus PKR 165 shipping. Product link: https://www.daraz.pk/products/i649346371-s3029400460.html?urlFlag=true&mp=1 | Gmail Daraz delivery email confirms order 242365766080938 delivered on 2026-05-04: safety goggles/protective glasses x1.
part_daraz_jubilee_hose_clip_assortment_30pc,2026-05-02,05_mechanical_baseline,mechanical_baseline,parts,hoses_clamps,Jubilee hose clip assortment - 10 pc fuel line/diesel/petrol/coolant clamp packs x3,received,2390,PKR,confirmed,Daraz / Gravax corporation,242365766580938,2026-05-08,gmail,gmail_msg_19de62bcdb1080ff|gmail_order_242365766580938|gmail_msg_19e021d07abdead1|gmail_delivery_242365766580938,paid,received,received,https://www.daraz.pk/products/i645582306-s3011629985.html?urlFlag=true&mp=1 | https://www.daraz.pk/products/i645582306-s3011629988.html?urlFlag=true&mp=1 | https://www.daraz.pk/products/i645582306-s3011629989.html?urlFlag=true&mp=1,"Daraz order confirmed 2026-05-02; delivery window 2026-05-06 to 2026-05-08. Three 10 pc clamp packs at PKR 750 each; subtotal PKR 2250 plus PKR 140 shipping. Supplemental clamp stock only; does not close fuel-rated hose/clamp kit until sizes and clamp type are validated. Product links: https://www.daraz.pk/products/i645582306-s3011629985.html?urlFlag=true&mp=1 ; https://www.daraz.pk/products/i645582306-s3011629988.html?urlFlag=true&mp=1 ; https://www.daraz.pk/products/i645582306-s3011629989.html?urlFlag=true&mp=1 | Gmail Daraz delivery email confirms order 242365766580938 delivered on 2026-05-07; keep as supplemental clamp stock until sizes, rolled edges, and fuel/coolant suitability are checked."
part_cavity_wax,2026-05-02,03_body_chassis,body_chassis,parts,bodywork,HB Body U900 cavity wax spray 400ml x2,received,4998,PKR,confirmed,Autohub,62192,2026-05-06,user_update|gmail,user_update_2026-05-02_autohub_prep_solvent_cavity_wax_order|gmail_msg_19de69d1f1e3d70a|gmail_order_1762192|autohub_order_62192|user_update_2026-05-08_all_remaining_autohub_orders_arrived|user_update_2026-05-11_2x_u9000_cavity_wax_received|gmail_msg_19e0c5bc0f1cf25e|blueex_tracking_AhubRider,paid,received,received,https://autohub.pk/products/hb-body-u900-cavity-wax-spray-u900-400ml,"Autohub order 1762192 / order number 62192 confirmed 2026-05-02: HB BODY - U900 CAVITY WAX SPRAY U900 - 400ML x2 at PKR 2499 each, line subtotal PKR 4998. Shared order also includes 3M Prep Solvent; order subtotal PKR 23997 plus PKR 249 shipping, total PKR 24246. Product link: https://autohub.pk/products/hb-body-u900-cavity-wax-spray-u900-400ml ; image: https://cdn.shopify.com/s/files/1/0424/5433/files/WEB-900SPRi-Photoroom_1_medium.png?v=1731328302 | Gmail recheck on 2026-05-08 found the shared Autohub 1762192 / 62192 confirmation only; later user confirmation on 2026-05-08 closes delivery. | User confirmed on 2026-05-08 that the cavity wax / remaining Autohub orders have arrived; user reconfirmed receipt of 2x U9000/U900 cavity wax on 2026-05-11. Receipt check: confirm two HB Body U900/U9000 400ml cans, usable nozzles/wands, intact labels, and no leakage. | Gmail recheck 2026-05-12 found Autohub shipment email sent 2026-05-09 for order 1762192 listing 3M Prep Solvent-70 x1 and HB Body U900 cavity wax x2 via Blue-ex AhubRider; user receipt confirmations from 2026-05-08 and 2026-05-11 keep the row received."
part_cabin_compact_fuse_boxes,2026-05-03,04_electrical_reset,electrical_reset,parts,electrical,Compact cabin fuse protection - reuse 12-way plus buy one compact OEM add-on,candidate_photos_added,,PKR,missing,Bilal Ganj / Montgomery Road compact OEM fuse donor supplier / OLX Mehran-Alto donor lead,,,user_update|workbook_correction|docs_cabin_fuse_box_acquisition|photo_inventory,user_update_2026-05-03_cabin_fuse_boxes_not_ordered|workbook_parts_row_55_relay_block_received|workbook_parts_row_57_wrong_item_not_bought|user_reference_image_2026-05-03_compact_internal_fuse_box|user_front_rear_fuse_block_images_2026-05-04|docs/cabin-fuse-box-acquisition-20260503.md|20260710_164646_gp_B14r1TNQ|20260710_164801_gp_UBVIEcRw|20260710_164806_gp_fl9SjL8Q|photo_import_20260710T232017,not_paid,not_ordered,candidate_photos_added_cost_missing,,"User correction 2026-05-04: under-dash cabin fuse requirement remains three separate input groups, not physical-location boxes and not the MIDI/high-current side. Need 6 constant-battery fuses, 6 ignition-on/RUN fuses, and 6 ignition part-way/ACC fuses minimum. Current preferred plan is to reuse the existing compact 12-way donor block for two 6-fuse groups if rear-terminal continuity and condition checks pass, then buy one matching compact old-OEM fuse carrier for the third group. Add-on can be 6/8/10/12-way if six positions are usable; reject bulky marine/RV/universal covered blocks. Treat branch outputs as <=30A unless manufacturer marks higher. Candidate source/order text is logged in docs/cabin-fuse-box-acquisition-20260503.md. | July 10 intake adds compact electrical donor/fuse/relay/module candidate photos. Bench-test usable circuits and housing condition before fitment; bill amount pending."
service_local_3d_printing_fabrication_prototypes,2026-05-04,04b_fabrication_handoff,fabrication_handoff,parts,fabrication_service,MIDI holder plastic underlay / subplate quote,fabrication_controlled,,PKR,missing,local plastic CNC/router or 3D printing service,,,user_update,user_update_2026-05-04_scouting_3d_print_fabricated_items|docs/fabrication-handoff-index.md|data/manual/fabrication_handoff_requirements.csv,not_applicable,not_required,not_required_under_fabrication,,"Scout only the MIDI holder non-conductive underlay/subplate: 140 x 85 x 5 mm from midi5_holder_subplate_rev_d DXF/PDF. Metal plate/bracket fabrication remains owner-managed and is intentionally excluded from this scout row. | User direction 2026-05-29: item is controlled under fabrication/handoff, so remove from active ordering and procurement decision flow; keep fabrication spec/handoff record as source of truth."
tool_daraz_pipe_bender_180_tube_bender_20260504,2026-05-04,06c_brake_system,brake_system,tools,line_fabrication,"Pipe Bender 180 tube bender - 3/8 in, 1/4 in, 5/16 in",received,4499,PKR,confirmed,Daraz / Megatronics pk (Peshawar),242508744880938,2026-05-07,user_update|gmail,user_update_2026-05-04_daraz_pipe_bender_order|gmail_msg_19df408ef23d48b1|gmail_msg_19e021d0af9de008|gmail_order_242508744880938|gmail_delivery_242508744880938,paid,received,received,,"User reported paid Daraz order 2026-05-04: Pipe Bender 180 tube bender, ratchet tubing bender for 3/8 in, 1/4 in, and 5/16 in copper, brass, aluminum, and thin steel pipes; qty 1; PKR 4499; seller Megatronics pk (Peshawar); seller to pack. This covers 1/4, 5/16, and 3/8 in bending only and is not the primary 4.75 mm / 3/16 in brake-line bender. Cutter, deburrer/reamer, and brake-line flaring tool/dies remain unconfirmed for in-house hard-line fabrication. | Gmail Daraz order 242508744880938 confirmed on 2026-05-05 and delivery email confirms delivered on 2026-05-07; receipt check still needs smooth ratchet action and correct fit for 1/4, 5/16, and 3/8 in tube."
part_daraz_clear_pvc_bleed_hose_2m_20260504,2026-05-04,06c_brake_system,brake_system,parts,brakes,2meter Clear PVC Hose Tube pipe ID7mm OD10mm transparent vinyl tubing,received,227,PKR,confirmed,Daraz / GoBazaar.pk,242508745080938,2026-05-07,user_update|gmail,user_update_2026-05-04_clear_bleed_hose_order|gmail_msg_19df408f0591f0c1|gmail_msg_19e021d05ca94bc4|gmail_order_242508745080938|gmail_delivery_242508745080938,paid,received,received,,"User reported paid Daraz order 2026-05-04: 2meter Clear PVC Hose Tube pipe ID7mm OD10mm clear transparent vinyl tubing water pipe; color family Multicolor; qty 1; PKR 227; seller GoBazaar.pk; seller to pack. Temporary brake bleeding hose only; not for permanent fuel, coolant, vacuum, or hydraulic pressure service. | Gmail Daraz order 242508745080938 confirmed on 2026-05-05 and delivery email confirms delivered on 2026-05-07; use only as temporary clear brake bleed hose, not as permanent fuel, coolant, vacuum, or pressure line."
part_daraz_nitrile_gloves_black_l_100pc_20260504,2026-05-04,06c_brake_system,brake_system,parts,brakes,Safety Black Disposable Nitrile gloves 100 PCs Box - black large,received,2333,PKR,confirmed,Daraz,242508745280938,2026-05-14,user_update|gmail,user_update_2026-05-04_nitrile_gloves_order|gmail_msg_19df408f2cc8e480|gmail_order_242508745280938|user_update_2026-05-14_nitrile_gloves_received,paid,received,received,,"User reported paid order 2026-05-04: Safety Black Disposable Nitrile gloves 100 PCs Box; color family Black; size L; qty 1; PKR 2333. Brake/cleaning PPE for hydraulic opening prep. Gmail Daraz order 242508745280938 confirmed on 2026-05-05 for Safety Black Disposable Nitrile gloves 100 PCs Box x1. Earlier Gmail checks found the order confirmation but no separate delivery email; user physical receipt on 2026-05-14 supersedes the delivery-email gap. Close delivery as received; receipt check remains: confirm box count, size L, nitrile/powder-free marking if present, and no torn packaging before brake-fluid work."
tool_toolsmart_harden_mini_tube_cutter_3_22mm_20260504,2026-05-04,06c_brake_system,brake_system,tools,line_fabrication_tool,Harden Mini Tube Cutter 3-22mm,received_candidate,1380,PKR,confirmed,ToolsMart.pk,TM25550,,gmail,gmail_msg_19df40dbc5116bb3|gmail_order_TM25550|gmail_fulfillment_review_TM25550|gmail_msg_19e4ba9b39b2d734,unknown,needs_confirmation,received_candidate,,"ToolsMart order TM25550 confirmed on 2026-05-04: Harden Mini Tube Cutter 3-22mm x1 at PKR 1380, part of the brake/fuel hard-line fabrication tool set. Receipt check must confirm smooth cutting wheel action and practical fit on 4.75 mm, 6 mm, and 8 mm tube stock before line fabrication. | Gmail recheck on 2026-05-08 found only the ToolsMart TM25550 confirmation and no shipment or delivery email; keep pending. Payment is still not proven by Gmail alone. | Gmail recheck 2026-05-12 found only ToolsMart order TM25550 confirmation and no shipment or delivery email; keep pending delivery. | Gmail review request 2026-05-21 (message 19e4ba9b39b2d734) says ToolsMart fulfilled order TM25550 16 days earlier. Treat as received-candidate and physically verify the cutter is on shelf and fits 4.75/6/8 mm tube before use."
tool_toolsmart_pard_double_flaring_cutting_tool_set_4_16mm_20260504,2026-05-04,06c_brake_system,brake_system,tools,line_fabrication_tool,PARD Double Flaring and Cutting Tool Set - 4-16mm,received_candidate,18210,PKR,confirmed,ToolsMart.pk,TM25550,,gmail,gmail_msg_19df40dbc5116bb3|gmail_order_TM25550|gmail_fulfillment_review_TM25550|gmail_msg_19e4ba9b39b2d734|gmail_fulfillment_review_TM25550_pard|gmail_msg_19e2cb8173b05a0e,unknown,needs_confirmation,received_candidate,,"ToolsMart order TM25550 confirmed on 2026-05-04: PARD Double Flaring and Cutting Tool Set - 4-16mm x1 at PKR 18210. Receipt check must verify die sizes cover a true 4.75 mm / 3/16 in brake line and can make the required 45-degree double/inverted flare before any brake/clutch/fuel hard line is made. If the delivered kit only includes generic metric dies such as 4/6/8/10/12/14/16 mm and no 4.75 mm or 3/16 in die, it does not release J40 brake-line fabrication. | Gmail recheck on 2026-05-08 found only the ToolsMart TM25550 confirmation and no shipment or delivery email; keep pending. Payment is still not proven by Gmail alone. | Gmail recheck on 2026-05-12 found only ToolsMart order TM25550 confirmation and no shipment or delivery email; keep pending delivery. | Same TM25550 post-fulfillment Gmail evidence now makes this a received-candidate, not a delivery-tracking item. Physically verify the PARD kit is present and that its dies can make the required 4.75 mm / 3/16 in double/inverted flare before releasing brake-line fabrication. | Gmail review request 2026-05-15 (message 19e2cb8173b05a0e) is item-specific to the PARD Double Flaring and Cutting Tool Set and says ToolsMart fulfilled order TM25550 10 days earlier."
tool_brake_line_deburrer_reamer_20260514,2026-05-30,06c_brake_system,brake_system,tools,line_fabrication_tool,Brake hard-line internal/external deburrer or reamer for 4.75 mm tube,ordered,,PKR,missing,Aamir runner / Montgomery Road local tool market / Toolsmart / brake hydraulic pipe specialist,aamir_local_run_20260527,,docs_selection|web|user_update,docs/brake-hard-line-tool-parts-selection-20260514.md|BHL-TOOL-003|web_4lifetimelines_master_flaring_set|user_update_2026-05-27_gettable_local_brake_items|docs/amir-montgomery-road-shopping-list-20260527.md|user_update_2026-05-27_aamir_runner_not_mechanic|user_update_2026-05-30_deburrer_already_ordered,unknown,pending_delivery,ordered_pending_delivery,,"Buy a compact internal/external tube deburrer or reamer unless the delivered flaring kit includes a good one. Every 4.75 mm / 3/16 in brake-line cut must be deburred inside and outside before double/inverted flaring. Reject a workflow that leaves burrs inside the hydraulic tube. | Purchase remains open after TM25550 review: order evidence confirms the Harden cutter and PARD flaring/cutting set only. No captured order line or ToolsMart product text proves a separate internal/external deburrer/reamer was included. | User update 2026-05-27: this is a gettable local tool item; buy a dedicated internal/external deburrer or reamer if Aamir finds one at sensible price, unless the delivered flaring kit is physically confirmed to include a proper deburring tool. | User update 2026-05-27: appropriate office-runner task only if it is a simple labelled internal/external deburrer or reamer for small tube; no brake fitment judgement required. | User update 2026-05-30: deburring tool is already ordered. Do not duplicate locally now; receipt-check the ordered item or the delivered PARD kit for a usable compact internal/external deburrer/reamer that works on 4.75 mm / 3/16 in brake tube. If the received tool is missing or too large, reopen a dedicated small-tube deburrer purchase."
tool_brake_line_bender_475_3_16_20260514,2026-05-14,06c_brake_system,brake_system,tools,line_fabrication_tool,Brake-line bender with 4.75 mm / 3/16 in groove,not_required,,PKR,not_applicable,local tool market / Toolsmart / brake hydraulic pipe specialist,,,docs_selection|web|user_update,docs/brake-hard-line-tool-parts-selection-20260514.md|BHL-TOOL-004|web_bgs_1270|web_daraz_pipe_bender|user_update_2026-05-27_inventory_markoff_review,not_applicable,not_required,not_required_conditional_reopen_only,,"Do not keep this as an active buy. Existing Daraz pipe bender is already received and covers 1/4, 5/16, and 3/8 in bending; CuNi/Cunifer can be hand-formed for broad bends and a brake/hydraulic shop can bend tight 4.75 mm sections if needed. Reopen only if the selected 4.75 mm / 3/16 in tube kinks/flattens in practice bends or if the shop cannot form the required bends."
tool_metric_flare_nut_wrench_set_20260514,2026-05-23,06c_brake_system,brake_system,tools,line_fabrication_tool,Metric flare-nut / brake-line wrench set,received_candidate,1970,PKR,confirmed,ToolsMart.pk,TM25776,,docs_selection|web|gmail,docs/brake-hard-line-tool-parts-selection-20260514.md|BHL-TOOL-005|web_toolsmart_licota_12x14|web_toolshub_10x12_search|gmail_msg_19e5622147cdd91a|gmail_order_TM25776|bank_alert_19e5622515169f29|gmail_msg_19ebd28e93534a5e|gmail_fulfillment_review_TM25776|gmail_msg_19edc169349e3afc|gmail_fulfillment_review_TM25776_flare_nut_20260618,paid,needs_confirmation,received_candidate,,"ToolsMart order TM25776 confirmed on 2026-05-23 includes LICOTA MADE IN TAIWAN FLARE NUT WRENCH 12 X 14 x1 at PKR 1970. This partially covers the flare-nut/line-wrench requirement only; still check the actual J40 fitting hexes and whether 10, 11, 17, or 19 mm line wrenches remain needed before opening old hydraulic fittings. | Gmail review request 2026-06-12 (message 19ebd28e93534a5e) says ToolsMart fulfilled order TM25776 10 days earlier. Gmail import 2026-06-18 also includes item-specific ToolsMart review evidence (message 19edc169349e3afc) for LICOTA MADE IN TAIWAN FLARE NUT WRENCH 12 X 14, so treat the linked flare-nut wrench line as received-candidate pending shelf check; verify actual 12 x 14 mm wrench received and whether 10/11/17/19 mm line wrenches are still needed before opening old hydraulic fittings."
tool_pakoxygen_ar_co2_canister,2026-05-08,03_body_chassis,body_chassis,tools,welding_tool,Ar-CO2 Canister,received,42362,PKR,confirmed,pakoxygen,,,workbook_reconciliation|user_update,workbook_tools#row_41|user_update_2026-05-08_ar_co2_canister_arrived,paid,received,received,,"Imported from J40_Costs.xlsx Tools row 41: Ar-CO2 Canister from pakoxygen, PKR 42362, previously paid in the workbook. User confirmed on 2026-05-08 that the Ar-CO2 canister has arrived. Receipt/use check: confirm gas mix, cylinder test date, ownership/deposit paperwork, valve/regulator compatibility, and leak check before MIG welding."
part_chassis_masking_plugs_tape_solvent_wipes,2026-05-08,03b_chassis_fixing,chassis_fixing,parts,chassis_coating_consumables,Chassis coating masking pack - Ultra-cloth solvent-safe wipes and masking tape,received,7099,PKR,confirmed,Autohub + Autostore.pk,1762336|80788,,user_update|gmail,user_update_2026-05-08_chassis_raptor_masking_consumables_needed|user_update_2026-05-08_chassis_masking_tape_wipes_purchased|user_update_2026-05-11_ultra_cloth_masking_tape_received|gmail_msg_19e07889134f5cb5|gmail_order_1762336|gmail_msg_19e0c5bf0525eaf0|blueex_tracking_AhubRider|bank_alert_19e0788ae42cca42|gmail_msg_19e078ab2e5df2f2|autostore_order_80788,paid,received,received,,"User update 2026-05-08: Raptor selected as the chassis exposed finish after primer/sealer; extra brushes are on hand and strip/flap discs are angle-grinder consumables with existing recorded stock to count before rebuying. Order before solvent wipe/primer/Raptor: solvent-safe lint-free wipes and automotive masking tape; avoid shedding cloth, newspaper where solvent/wet coating can bleed, and plugs/tape that leave residue. User update 2026-05-11 confirms Ultra-cloth and masking tape received. Masking plugs were not separately ordered: on-hand received rubber grommet assortment may be used as temporary masking for open unthreaded holes only after fit and solvent/residue check. Use sacrificial bolts for threaded holes; do not use grommets for brake/fuel line ends, threaded holes, ground pads, or body-mount bearing faces. Buy separate tapered plugs only if grommet fit/check fails. | Gmail recheck 2026-05-12 ties the received masking pack to Autohub order 1762336 / order no. 62336 for 3M Blue High Performance Ultra Soft Cloth x4 at PKR 4600 plus PKR 249 shipping, total PKR 4849, and Autostore order #80788 for green masking tape 24 mm x2 and 48 mm x1 at PKR 2000 plus PKR 250 shipping, COD total PKR 2250. User already confirmed Ultra-cloth and masking tape received on 2026-05-11."
part_aliexpress_waterproof_relay_5pin_40a_6pc_20260511,2026-05-11,04_electrical_reset,electrical_reset,parts,electrical,Waterproof 5-pin 40A automotive relay pack - 5PIN 40A DC12V x6,received,8196,PKR,confirmed,AliExpress,3070231697837489,,gmail|user_update,gmail_msg_19e10f7bc91fba44|gmail_msg_19e161ddf7117e32|gmail_order_3070231697837489|user_update_2026-05-13_relay_pack_arrived,paid,received,received,,"Gmail AliExpress emails show order 3070231697837489 for 4/5 Pin 4P/5P 40A waterproof car relay, selected 5PIN 40A DC12V x6, order total PKR 8196. May 10 awaiting-confirmation and May 11 review emails indicate the order was marked complete, but physical receipt is not yet user-confirmed; check x6 relay count, 12V coil marking, 5-pin layout, terminal quality, seals, and whether these belong in electrical relay stock before closing as received. | User confirmed on 2026-05-13 that the waterproof 5-pin 40A DC12V relay pack x6 has physically arrived. Close delivery as received; bench/fit check remains: confirm all 6 relays, 12V coil marking, 5-pin changeover layout, terminal retention, socket seals, and allocation into electrical relay stock."
part_fabrication_raw_mild_steel_plate_3mm_20260513,2026-05-13,04b_fabrication_handoff,fabrication_handoff,parts,fabrication_raw_material,3.0 mm mild-steel sheet plus 90-degree angle/L-section stock for compact battery tray/access ladder,fabrication_controlled,,PKR,estimate,local steel stockholder / sheet-metal shop,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|data/manual/fabrication_metal_stock_requirements.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|docs/fabrication-metal-stock-list-20260514.md|data/manual/fabrication/battery_power_carrier_mount_rev_a/fabricator_cut_list.csv,not_applicable,not_required,not_required_under_fabrication,,"Buy one 3.0 mm mild-steel sheet/plate at least 600 x 600 mm, or 1000 x 500 if cheaper/similarly priced. Also buy 3.0 mm 90-degree mild-steel angle/L-section, 25 x 25 x 3 mm or 30 x 30 x 3 mm, 3 m total, for tray perimeter/upstands, widened access-ladder frame, shallow shelf rails, and cable/P-clip tabs. Keep sheet stock for the battery deck, widened access-ladder flat face, hold-down crossbar, and flat component tabs. Do not spend this stock on tub repairs; keep tub plate stock separate. | User direction 2026-05-29: item is controlled under fabrication/handoff, so remove from active ordering and procurement decision flow; keep fabrication spec/handoff record as source of truth."
part_fabrication_raw_mild_steel_plate_4mm_20260513,2026-05-13,04b_fabrication_handoff,fabrication_handoff,parts,fabrication_raw_material,4.0 mm mild-steel plate plus structural 90-degree angle/L-section stock for compact battery saddle/upright/offset bars and radiator post,fabrication_controlled,,PKR,estimate,local steel stockholder / sheet-metal shop,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|data/manual/fabrication_metal_stock_requirements.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|docs/fabrication-metal-stock-list-20260514.md|data/manual/fabrication/battery_power_carrier_mount_rev_a/fabricator_cut_list.csv|data/manual/fabrication/front_radiator_two_side_retention_rev_a/fabricator_cut_list.csv,not_paid,not_ordered,fabrication_quote_ready,,"Buy one 4.0 mm mild-steel plate at least 700 x 450 mm, or nearest sheet size such as 1000 x 500. Also ask for 50 x 50 x 4 mm 90-degree mild-steel angle, 1 m, for the radiator post; 40 x 40 x 4 mm 90-degree mild-steel angle, 2 m, for battery stand/upright bridge trials; and short mild-steel tube/sleeve stock only after final M8/M10 through-bolt size is chosen. Keep plate stock for the formed chassis saddle, adjustable offset bars, flat bolt tabs, and any upright/gusset plates that angle stock cannot replace. Deburr and prime after cutting. | User direction 2026-05-29: right-side radiator strap/post is prerequisite before final radiator installation. Quote-ready under fabrication control: source from steel stockholder / loha market / sheet-metal fabricator, not auto parts counter; Amir must send tape/caliper proof of angle leg width, thickness, length, and condition before payment."
part_fabrication_raw_aluminium_plate_3mm_20260513,2026-05-13,04b_fabrication_handoff,fabrication_handoff,parts,fabrication_raw_material,"3.0 mm 5052-H32 aluminium sheet for MIDI enclosure, Relay Rev D base, and cutoff electrical plates",fabrication_controlled,,PKR,estimate,local aluminium stockholder / sheet-metal shop,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|data/manual/fabrication/midi5_enclosure_rev_d/README.md|data/manual/fabrication/battery_power_carrier_mount_rev_a/README.md|data/manual/fabrication/relay_mount_rev_d/README.md,not_applicable,not_required,not_required_under_fabrication,,"Buy 3.0 mm 5052-H32 aluminium sheet: minimum 600 x 600 mm, or 1000 x 500 if cheaper/similarly priced, for the current MIDI Rev D enclosure body/lid, Relay Rev D 360 x 245 flat base, and folded cutoff base/guard with 20 mm upward lips. Current battery stand route remains steel; this aluminium is for electrical component carriers/guards, not the main carrier. | User direction 2026-05-29: item is controlled under fabrication/handoff, so remove from active ordering and procurement decision flow; keep fabrication spec/handoff record as source of truth."
part_fabrication_raw_electrical_plastic_sheet_20260513,2026-05-13,04b_fabrication_handoff,fabrication_handoff,parts,fabrication_raw_material,Electrical insulating plastic/G10 sheet - MIDI 5.0 mm board and relay 3.0 mm sheet,fabrication_controlled,,PKR,estimate,local plastic CNC/router or sheet supplier,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|data/manual/fabrication/midi5_enclosure_rev_d/README.md|data/manual/fabrication/relay_mount_rev_d/README.md,not_applicable,not_required,not_required_under_fabrication,,"Buy/quote 5.0 mm HDPE/ABS/G10/phenolic board at least 200 x 150 mm for the MIDI subplate, plus 3.0 mm ABS/HDPE/polypropylene/G10/phenolic sheet at least 350 x 250 mm for the Relay Rev D exact 300 x 197 insulating sheet. | User direction 2026-05-29: item is controlled under fabrication/handoff, so remove from active ordering and procurement decision flow; keep fabrication spec/handoff record as source of truth."
part_fabrication_raw_epdm_sheet_small_isolators_20260513,2026-05-13,04b_fabrication_handoff,fabrication_handoff,parts,fabrication_raw_material,3-5 mm EPDM/SBR sheet for radiator isolator and small anti-chafe pads,fabrication_controlled,,PKR,estimate,local rubber sheet supplier / Longman fallback,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|data/manual/fabrication/front_radiator_two_side_retention_rev_a/fabricator_cut_list.csv,not_paid,not_ordered,fabrication_quote_ready,,"Buy a small 3-5 mm EPDM/SBR sheet at least 300 x 300 mm for the radiator isolator pad, battery carrier anti-chafe pads, and first-article trimming. This is small sheet stock only and does not replace the chassis-rubber Longman/body-mount order route. | User direction 2026-05-29: quote-ready under fabrication control because the right-side radiator strap/post requires rubber isolation. Amir must send photos/video of rubber thickness and condition before payment."
part_tub_repair_steel_sheet_1_2mm_20260513,2026-05-13,03_body_chassis,body_chassis,parts,tub_repair_raw_material,1.2 mm cold-rolled mild-steel sheet for tub skin/floor patch plates,fabrication_controlled,,PKR,estimate,local steel stockholder / body-panel sheet supplier,,,fabrication_estimate,data/manual/fabrication_raw_material_estimates.csv|docs/fabrication-raw-materials-procurement-estimate-20260513.md|docs/tub-off-refit-execution-plan.md|docs/j40_welding_execution_plan_20260419.md,not_applicable,not_required,not_required_under_fabrication,,"Buy one 1.2 mm cold-rolled mild-steel sheet about 1000 x 1000 mm, or nearest manageable sheet. Intended for non-structural tub skin, floor-pan, firewall lip, and small closure patches after the rust map is exposed. Final patch shapes remain measurement controlled; do not use where body mounts or seat belt/seat loads need thicker reinforcement. | User direction 2026-05-29: item is controlled under fabrication/handoff, so remove from active ordering and procurement decision flow; keep fabrication spec/handoff record as source of truth."
