component_group,specific_component,component_job_ids,photo_count,video_count,date_range,stage_counts,example_files,model_groups,model_part_count,model_part_examples,model_confidence_mix,digital_twin_readiness,measurement_priority,job_status,job_action,job_match_basis,reconciliation_status
chassis_underside,rear_mid_frame_rail_and_hard_line_detail,chassis_frame_and_crossmembers|chassis_hard_lines_and_brackets|issue_crossmember_end_thinning_check|issue_brake_fuel_line_clip_corrosion|chassis_wire_brush_status_20260501|chassis_missing_welded_bracket_survey_20260508|chassis_bracket_analysis_register_20260508|chassis_bracket_design_release_20260508|chassis_bracket_fabrication_install_20260508|chassis_bracket_validation_release_20260508|auxiliary_chassis_tabs_and_clip_brackets_20260508|engine_powertrain_cleaning_20260501|rear_differential_axle_inspection_20260517|rear_brake_cable_line_refresh,9,0,2026-05-01,chassis_fixing:9,20260501_194026_gp_gjPjhxdA.jpg|20260501_194041_gp_6zRIFJUw.jpg|20260501_194056_gp_p1erpz8w.jpg|20260501_194101_gp_3xKjQSsQ.jpg|20260501_194106_gp_e4CETkdg.jpg|20260501_194137_gp_S1qvWECw.jpg|20260501_194144_gp_P5PojIhw.jpg|20260501_194151_gp_NqgqjDEQ.jpg,brake_system|chassis|fuel_system,12,front_hard_line_right_frame_run|rear_hard_line_right_frame_run|left_frame_rail|right_frame_rail|right_hand_drive_steering_box|steering_box_right_frame_mount_plate|fuel_line_frame_run|rear_axle_brake_line,L2 bracket reference:5|L2 routing reference:4|L0 envelope:2|L2 service datum:1,represented_needs_measurement_refinement,P1,in_progress|inspection_pending|pending_work|pre_coating_hold|register_seeded_open|design_required|implementation_required|validation_required|queued|inspection_plan_added|spec_population,"Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Inspect brake/fuel hard lines, clips, and bracket corrosion; replace weak clips/sections before final chassis coating|Gauge crossmember end-wall thickness and edge corrosion; patch/box-end only where metal loss exceeds safe section|Inspect brake/fuel hard-lines under clips and bends; replace corroded clips and re-run/replace weak sections before coating|Complete detail wire-brushing from May 1 status photos, then degrease, dry, inspect, rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Before primer/Raptor, survey chassis and tub-side welded brackets/tabs against current photos, loose parts, and visible wire-tied fixes; mark each missing, broken, non-baseline, or required auxiliary bracket and decide weld/bolt/no-refit for each|Maintain the bracket register from current chassis walkaround, existing body-off photos, loose removed parts, and WhatsApp notes; assign station, function, evidence photo, keep/repair/fabricate/remove/unknown status, and whether each item blocks primer/Raptor|For every repair/fabricate bracket, create a release sketch or card template with material thickness, bend shape, hole/stud size, location datum, weld/bolt method, clearance envelope, and corrosion/coating access plan|Fabricate, repair, weld, or properly bolt only released baseline brackets; trial-fit each supported part, grind/deburr welds, clean heat-affected areas, and keep threads/ground faces serviceable before primer/Raptor|Validate installed brackets with labelled photos and dry-fit checks for radiator/support rubbers, battery tray/clamp, brake/fuel line clips, harness clips, earth straps, exhaust hanger/mock-up points, bonnet/fan/steering/suspension clearance, and coating access|Create a station-by-station list for auxiliary tabs and clip brackets: brake/fuel line clips, harness P-clips, earth straps, exhaust hanger points, washer/overflow/ancillary supports, and any non-OEM wire-tied additions; weld/replace only required baseline tabs before coating|Clean engine, gearbox, transfer, steering box, and nearby driveline with controlled degreaser/pressure-sprayer workflow; dry fully and photograph leak sources before parts decisions|Use the current body-off/suspension/brake access window to drain, open, inspect, and decision-gate the rear differential/axle assembly before coating, brake closeout, suspension alignment, or road validation.|Replace rear parking-brake cable assemblies, rear axle hard lines, center flex hose, and line/cable retainers during the suspension/brake access window after photographing/removing the old parts as templates; keep small parking-brake attachment hardware under rear_parking_brake_attachment_hardware_20260527",direct|indirect,direct_photo_evidence
chassis_underside,rear_shock_and_crossmember_view,,1,0,2026-04-05,underside_inspection:1,20260405_234811.jpg,chassis,12,crossmember_1|crossmember_2|crossmember_3|crossmember_4|crossmember_5|left_crossmember_1_gusset_front|left_crossmember_1_gusset_rear|left_crossmember_2_gusset_front,L2 bracket reference:7|L0 envelope:5,represented_needs_measurement_refinement,P1,,,,
chassis_underside,steering_and_suspension_linkages,chassis_frame_and_crossmembers|chassis_hard_lines_and_brackets|issue_steering_box_mount_crack_check|issue_brake_fuel_line_clip_corrosion|issue_chassis_ground_points_refresh|brake_system_evidence_pack|front_brake_disc_baseline|brake_hydraulic_refresh_and_bias_decision|eps_vitz_column_layout_measurement|eps_vitz_shaft_u_joint_adaptation|suspension_upgrade_spec_and_kit_lock|suspension_upgrade_fitment_and_alignment|wheel_tyre_condition_assessment_20260512,9,0,2026-04-06 to 2026-05-12,underside_inspection:7|steering_brakes_suspension:2,20260406_030839_gp_VYKBhRNA.jpg|20260406_030955.jpg|20260406_030958_gp_Zt93jqLQ.jpg|20260406_031010.jpg|20260406_031013_gp_Rlzc9rXQ.jpg|20260423_232220_gp_ezwEcH2g.jpg|20260423_232236_gp_caYB252g.jpg|20260512_072913_gp_g3iLrvfw.jpg,chassis,12,right_hand_drive_steering_box|steering_box_right_frame_mount_plate|cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6,L4 service-reference detail:10|L2 service datum:1|L2 bracket reference:1,visual_reference_modelled,P2,in_progress|inspection_pending|pending_work|replacement_evidence_added|sumitomo_front_disc_identified_measurement_pending|replacement_scope_confirmed|planning_required|fabrication_required|closed_ordered_kit|queued|assessment_started,"Degrease/wash frame, wire-brush to clean metal, inspect rails crossmembers spring hangers and steering-box area for cracks/pitting, then rust-treat remaining pits, solvent-wipe, zinc-rich epoxy-prime, seam-seal/top-protect, and cavity-wax approved zones|Inspect brake/fuel hard lines, clips, and bracket corrosion; replace weak clips/sections before final chassis coating|Clean to bare metal and crack-check steering box mount plus nearby hanger weld toes; mark for plate-reinforcement if crack or elongation is found|Inspect brake/fuel hard-lines under clips and bends; replace corroded clips and re-run/replace weak sections before coating|Locate frame-to-body and engine-to-chassis grounds, clean contact faces to bright metal, fit star washers, and re-protect after torque|Consolidate brake configuration evidence from photos, chat, and parts tables; keep the front-disc/rear-drum assessment explicit, and treat the May 29 removed booster/servo evidence as owner-confirmed replacement scope for old brake parts.|Use the May 29 closeups as the fitted front-disc baseline: visible Sumitomo fixed calipers with external bridge/transfer pipes, dust shields, visible rotors, and short hard-line/flex-hose routing; replace pads/hardware and front hoses, and rebuild/replace calipers only after pad shape, piston count/diameter, mounting ears, hose/fitting threads, and rotor measurements are captured.|Treat the hydraulic and booster system as replacement/renewal scope: replace or recreate hard lines and flex hoses, sample-match master/booster/reservoir/proportioning parts, then validate brake balance; old parts are templates only.|Measure and photograph the J40 steering wheel position upper column angle dash support pedal clearance firewall pass-through steering-box input line donor EPS motor envelope shaft lengths controller envelope and General EPS Adapter datum points before any cutting|Adapt the EPS output to the J40 steering-box input from the General EPS Adapter datum using controlled shaft sections U-joints couplers splines or machined adapters with replaceable upper/lower interfaces correct phasing engagement and lock-to-lock clearance|Closed: Ironman kit path is already ordered, and geometry is treated as effectively the same as the current setup. No separate ride-height/geometry fitment lock remains.|Install Ironman foam cell medium suspension kit, torque-check all pivots under load, and complete alignment/road-validation cycle|Assess the current Neolin M/T tyres and Toyota six-lug steel wheels before road validation: record tyre size/load rating/date code on all tyres, inspect inner and outer sidewalls, tread damage, bead seating, rim corrosion/runout, valve stems, wheel weights, lug seats/nuts, pressure retention, balance, and clearance after suspension install",indirect|direct,direct_photo_evidence|indirect_photo_evidence_only
chassis_underside,suspension_bump_stop_removed_samples,,2,0,2026-05-29,rubber_recreation_measurement:2,20260529_223605_gp_CklgF0cQ.jpg|20260529_223701_gp_wYPExcAA.jpg,chassis|datum|running_gear,12,suspension_bump_stop_removed_samples_front_envelope|suspension_bump_stop_removed_samples_mount_hole_spacing_bar|suspension_bump_stop_removed_samples_rear_envelope|left_front_bump_stop|left_rear_bump_stop|right_front_bump_stop|right_rear_bump_stop|cab_body_mount_rubber_puck_1,L4 service-reference detail:5|L2 service datum:4|measurement datum from project photos:3,represented_needs_dimension_check,P3,,,,
chassis_underside,suspension_or_linkage_mount,issue_steering_box_mount_crack_check|issue_front_spring_hanger_crack_check|brake_system_evidence_pack|front_brake_disc_baseline,2,0,2026-04-11,underside_inspection:2,20260411_220207.jpg|20260411_220214.jpg,chassis,12,cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6|cab_body_mount_rubber_puck_7|cab_body_mount_rubber_puck_8,L4 service-reference detail:12,represented_needs_dimension_check,P3,pending_work|replacement_evidence_added|sumitomo_front_disc_identified_measurement_pending,"Clean to bare metal and crack-check steering box mount plus nearby hanger weld toes; mark for plate-reinforcement if crack or elongation is found|Inspect front spring hanger/shackle areas for crack lines, ovalized holes, and bracket deformation after cleanup|Consolidate brake configuration evidence from photos, chat, and parts tables; keep the front-disc/rear-drum assessment explicit, and treat the May 29 removed booster/servo evidence as owner-confirmed replacement scope for old brake parts.|Use the May 29 closeups as the fitted front-disc baseline: visible Sumitomo fixed calipers with external bridge/transfer pipes, dust shields, visible rotors, and short hard-line/flex-hose routing; replace pads/hardware and front hoses, and rebuild/replace calipers only after pad shape, piston count/diameter, mounting ears, hose/fitting threads, and rotor measurements are captured.",indirect|direct,direct_photo_evidence
chassis_underside,transmission_crossmember_and_driveline_mounts,gearbox_top_cover_shift_tower_20260518|gearbox_oil_service_drain_inspect_refill_20260529,4,0,2026-04-22,underside_inspection:4,20260422_004319_gp_Ttqz46Sw.jpg|20260422_004319_gp_Ttqz46Sw_2.jpg|20260422_004338_gp_35uwfApA.jpg|20260422_004338_gp_35uwfApA_2.jpg,chassis,12,transfer_case_crossmember|crossmember_1|crossmember_2|crossmember_3|crossmember_4|crossmember_5|left_crossmember_1_gusset_front|left_crossmember_1_gusset_rear,L2 bracket reference:7|L0 envelope:5,represented_needs_measurement_refinement,P1,workstream_added,"Run GB-TOP-CAPTURE-001, identify gearbox and top-cover variant, remove and bench-inspect the shift tower/top cover, then repair/replace the cover before buying detents, bushes, shift-seat parts, boots, gaskets, or cover hardware|Use WhatsApp-confirmed 2H engine with 5-speed gear as the vehicle basis, confirm the exact 5-speed gearbox/manual match, prove the fill plug opens, drain oil into a clean pan, inspect oil sample and drain plug debris, then refill only with correct manual gearbox oil and matched drain/fill plug sealing washers",indirect,direct_photo_evidence
documentation_reference,aftermarket_chassis_reference_image,,1,0,2026-04-22,reference_material:1,20260422_015512_gp_BmYsVZ6w.jpg,chassis,12,cab_body_mount_rubber_puck_1|cab_body_mount_rubber_puck_2|cab_body_mount_rubber_puck_3|cab_body_mount_rubber_puck_4|cab_body_mount_rubber_puck_5|cab_body_mount_rubber_puck_6|cab_body_mount_rubber_puck_7|cab_body_mount_rubber_puck_8,L4 service-reference detail:12,visual_reference_modelled,P3,,,,
documentation_reference,electrical_reference_document,old_accessory_wiring,2,0,2026-04-03,reference_material:2,20260403_202907.jpg|20260403_202907_gp_CBoVlGVQ.jpg,,0,,,photos_only_needs_model_geometry,P3,partially_removed,Remove nonstandard LEDs speakers light bars and extra wiring,indirect,direct_photo_evidence
documentation_reference,electrical_wiring_diagram,old_accessory_wiring,2,0,2026-04-03,reference_material:2,20260403_202920.jpg|20260403_202920_gp_WmvduRvQ.jpg,,0,,,photos_only_needs_model_geometry,P3,partially_removed,Remove nonstandard LEDs speakers light bars and extra wiring,indirect,direct_photo_evidence
documentation_reference,handwritten_notes,,3,0,2026-04-01,reference_material:3,20260401_111029_gp_6ebGjXdw.jpg|20260401_121730.jpg|20260401_121730_gp_Kjg7RE4g.jpg,,0,,,photos_only_needs_model_geometry,P3,,,,
documentation_reference,off_vehicle_workstation_reference_video,paint_workshop_progress_media,2,2,2026-03-29 to 2026-04-23,reference_material:2,20260329_095138.mp4|20260423_202614_gp_WU0G6duw.mp4,,0,,,photos_only_needs_model_geometry,P3,evidence_tracking,Collect and retain actual painter/bodywork progress media with batch references in notes; do not use stripdown wing-removal or body-lift prep as direct paint evidence,direct,direct_photo_evidence
documentation_reference,pakwheels_listing_screenshot,,1,0,2026-03-13,reference_material:1,Screenshot_20260313_054936_PakWheels.jpg,,0,,,photos_only_needs_model_geometry,P3,,,,
documentation_reference,reference_media,,67,1,2026-04-14 to 2026-05-28,reference_material:67,20260414_000833_gp_7PzMcRKw.jpg|20260417_000213_gp_Fb3CsGNw.mp4|20260417_001245_gp_DAdHbluw.jpg|20260423_183250_gp_gbQuZMGA.jpg|20260423_183256_gp_8GNscvIg.jpg|20260423_183343_gp_njQcMovA.jpg|20260423_183351_gp_XT7IdNMA.jpg|20260423_183357_gp_QrMMg9fg.jpg,,0,,,photos_only_needs_model_geometry,P1,,,,
electrical_system,alternator_charge_regulator_wiring,engine_electrical_inputs_reconciliation_20260517,2,0,2026-05-17,electrical_refit:2,20260517_204740_gp_yI8f8DQw.jpg|20260517_204756_gp_xdOm3erw.jpg,as_fitted_routes|engine_bay,2,alternator_body|j40_rt_008_alternator_charge_regulator_branch_alternator_charge_branch,L2 visible-detail primitive:1|L1 as-fitted route scope:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.",direct,direct_photo_evidence
electrical_system,battery_power_carrier_100a_cutoff_breaker,,1,0,2026-05-15,electrical_reset:1,20260515_112836_gp_sFdn9AyA.jpg,body|datum,12,installed_battery_dimension_reference_height_bar|rear_spare_carrier_hardware_screw_1|rear_spare_carrier_hardware_screw_2|rear_spare_carrier_hardware_screw_3|rear_spare_carrier_hardware_screw_4|rear_spare_carrier_hardware_screw_5|rear_spare_carrier_hardware_screw_6|rear_spare_carrier_latch_pin,L3 exterior material reference:10|measurement datum from project photos:1|L2 bracket reference:1,visual_reference_modelled,P3,,,,
electrical_system,battery_power_carrier_midi_fuse_bank,,1,0,2026-05-15,electrical_reset:1,20260515_112907_gp_wtj4G8tQ.jpg,body,12,rear_spare_carrier_hardware_screw_1|rear_spare_carrier_hardware_screw_2|rear_spare_carrier_hardware_screw_3|rear_spare_carrier_hardware_screw_4|rear_spare_carrier_hardware_screw_5|rear_spare_carrier_hardware_screw_6|rear_spare_carrier_latch_pin|rear_spare_carrier_latch_plate,L3 exterior material reference:10|L2 bracket reference:2,visual_reference_modelled,P3,,,,
electrical_system,battery_power_carrier_relay_box_cover,,1,0,2026-05-15,electrical_reset:1,20260515_112827_gp_kbx0JKSQ.jpg,body,12,rear_spare_carrier_hardware_screw_1|rear_spare_carrier_hardware_screw_2|rear_spare_carrier_hardware_screw_3|rear_spare_carrier_hardware_screw_4|rear_spare_carrier_hardware_screw_5|rear_spare_carrier_hardware_screw_6|rear_spare_carrier_latch_pin|rear_spare_carrier_latch_plate,L3 exterior material reference:10|L2 bracket reference:2,visual_reference_modelled,P3,,,,
electrical_system,cabin_engine_firewall_pass_through_holes,cabin_engine_firewall_holes_survey_20260517,4,0,2026-05-17,electrical_refit:4,20260517_194754_gp_vXLV7rzA.jpg|20260517_194806_gp_eou5ctOQ.jpg|20260517_194841_gp_eXh30voQ.jpg|20260517_194911_gp_jCrFS5PA.jpg,as_fitted_routes|body|datum|engine_bay|interior,12,j40_rt_022_drier_to_evaporator_and_evaporator_suction_to_compressor_ac_firewall_to_evaporator_suction_pair|brake_booster_firewall_bracket|clutch_hydraulic_line_firewall_run|rhd_firewall_pedal_box_outer_plate|steering_column_lower_firewall_shaft|steering_column_firewall_boot|j40_rt_013_firewall_main_pass_throughs_main_firewall_pass_through_band|j40_rt_026_evaporator_condensate_and_body_drain_routes_evaporator_condensate_drain,L1 as-fitted route scope:3|L0 envelope:3|L2 service datum:2|L2 routing reference:2|L2 visible-detail primitive:1|measurement datum from project photos:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Map all existing cabin-to-engine firewall holes from the May 17 picker set, record diameter and station references, decide which openings can be reused for protected loom or control-cable routing, and list which holes need plugs, grommets, edge repair, or closure before final electrical wrap.",direct,direct_photo_evidence
electrical_system,driver_footwell_firewall_pass_through,old_accessory_wiring|cabin_engine_firewall_holes_survey_20260517|eps_vitz_controller_mount_and_wiring,1,0,2026-03-24,stripdown_cataloguing:1,20260324_004812.jpg,as_fitted_routes|body|engine_bay|interior,12,driver_side_floor_dimmer_switch|rhd_pedal_box_reinforcement|steering_column_firewall_boot|firewall|brake_booster_firewall_bracket|clutch_hydraulic_line_firewall_run|rhd_firewall_pedal_box_outer_plate|steering_column_lower_firewall_shaft,L2 service datum:4|L2 visible-detail primitive:3|L0 envelope:2|L2 routing reference:2|L1 as-fitted route scope:1,represented_needs_measurement_refinement,P1,partially_removed|photo_intake_added|design_required,"Remove nonstandard LEDs speakers light bars and extra wiring|Map all existing cabin-to-engine firewall holes from the May 17 picker set, record diameter and station references, decide which openings can be reused for protected loom or control-cable routing, and list which holes need plugs, grommets, edge repair, or closure before final electrical wrap.|Mount the matched EPS ECU/controller in a dry serviceable cabin position and build new fused power ground ignition-trigger terminals grommets labels and loom protection using donor pigtails only for identification",direct|indirect,direct_photo_evidence
electrical_system,engine_input_loom_routing_context,engine_electrical_inputs_reconciliation_20260517,1,0,2026-05-17,electrical_refit:1,20260517_204725_gp_y7P6qvhQ.jpg,body|datum|engine_bay,12,left_inner_fender|right_inner_fender|radiator_sample_measurement_core_envelope|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal,L2 service datum:5|L0 envelope:4|measurement datum from project photos:1|L2 visible-detail primitive:1|L2 routing reference:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.",direct,direct_photo_evidence
electrical_system,engine_loose_connector_unassigned,engine_electrical_inputs_reconciliation_20260517,1,0,2026-05-17,electrical_refit:1,20260517_204538_gp_9CERKvYA.jpg,body|datum|engine_bay,12,left_inner_fender|right_inner_fender|radiator_sample_measurement_core_envelope|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal,L2 service datum:5|L0 envelope:4|measurement datum from project photos:1|L2 visible-detail primitive:1|L2 routing reference:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.",direct,direct_photo_evidence
electrical_system,engine_sender_branch,engine_electrical_inputs_reconciliation_20260517,2,0,2026-05-17,electrical_refit:2,20260517_204615_gp_wsn4bN8g.jpg|20260517_204711_gp_jZ4tm3uQ.jpg,body|datum|engine_bay,12,left_inner_fender|right_inner_fender|radiator_sample_measurement_core_envelope|air_filter|alternator_body|battery_case|battery_negative_terminal|battery_positive_terminal,L2 service datum:5|L0 envelope:4|measurement datum from project photos:1|L2 visible-detail primitive:1|L2 routing reference:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.",direct,direct_photo_evidence
electrical_system,engine_starter_solenoid_and_ground_inputs,engine_electrical_inputs_reconciliation_20260517,1,0,2026-05-17,electrical_refit:1,20260517_204429_gp_yEAcUHBg.jpg,body|datum|engine_bay,12,starter_motor|left_inner_fender|right_inner_fender|radiator_sample_measurement_core_envelope|air_filter|alternator_body|battery_case|battery_negative_terminal,L2 service datum:5|L0 envelope:4|L2 visible-detail primitive:2|measurement datum from project photos:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.",direct,direct_photo_evidence
electrical_system,engine_unidentified_two_wire_connector,engine_electrical_inputs_reconciliation_20260517,1,0,2026-05-17,electrical_refit:1,20260517_204445_gp_oaQKzDrA.jpg,body,12,hood_crowned_closed_skin|left_front_fender_rolled_upper_crown|left_front_outer_arch_rounded_skin_facet_1|left_front_outer_arch_rounded_skin_facet_2|left_front_outer_arch_rounded_skin_facet_3|left_front_outer_arch_rounded_skin_facet_4|left_front_outer_arch_rounded_skin_facet_5|left_front_outer_arch_rounded_skin_facet_6,L4 gallery-shaped surface:11|L0 envelope:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.",direct,direct_photo_evidence
electrical_system,firewall_and_dash_wiring,old_accessory_wiring|cabin_engine_firewall_holes_survey_20260517|eps_vitz_controller_mount_and_wiring,10,0,2026-03-20,electrical_rework:10,20260320_191834.jpg|20260320_191837_gp_tmpBN7rA.jpg|20260320_191846.jpg|20260320_191848_gp_1zuoDRhw.jpg|20260320_192143.jpg|20260320_192145_gp_VGtn7lYA.jpg|20260320_192148.jpg|20260320_192151_gp_1q5neNiA.jpg,body|engine_bay|interior,12,firewall|brake_booster_firewall_bracket|clutch_hydraulic_line_firewall_run|rhd_firewall_pedal_box_outer_plate|steering_column_lower_firewall_shaft|dash_ammeter_chrome_bezel|dash_ammeter_dark_face|dash_fuel_chrome_bezel,L4 online-reference detail:6|L2 service datum:2|L2 routing reference:2|L0 envelope:1|L2 visible-detail primitive:1,represented_needs_measurement_refinement,P1,partially_removed|photo_intake_added|design_required,"Remove nonstandard LEDs speakers light bars and extra wiring|Map all existing cabin-to-engine firewall holes from the May 17 picker set, record diameter and station references, decide which openings can be reused for protected loom or control-cable routing, and list which holes need plugs, grommets, edge repair, or closure before final electrical wrap.|Mount the matched EPS ECU/controller in a dry serviceable cabin position and build new fused power ground ignition-trigger terminals grommets labels and loom protection using donor pigtails only for identification",direct|indirect,direct_photo_evidence
electrical_system,injection_pump_throttle_linkage_electrical_input,engine_electrical_inputs_reconciliation_20260517,2,0,2026-05-17,electrical_refit:2,20260517_204504_gp_46p1VNCg.jpg|20260517_204550_gp_kDsqLZQg.jpg,as_fitted_routes|engine_bay|interior,4,j40_rt_009_engine_sender_injection_pump_branch_engine_sender_injection_pump_branch|water_pump_pulley|accelerator_linkage_pivot|j40_rt_024_throttle_choke_fuel_stop_and_heater_control_cables_throttle_choke_fuel_stop_control_cables,L1 as-fitted route scope:2|L2 visible-detail primitive:1|L2 service datum:1,represented_needs_measurement_refinement,P1,photo_intake_added,"Identify every engine-side electrical input from the May 17 picker set, reconcile each with the existing wiring master before final loom wrap, repair or replace damaged connectors and taped splices, and validate starter, charging, sender, fuel-stop or idle-up, unknown connector, and ground circuits by continuity and live tests.",direct,direct_photo_evidence
electrical_system,j40_electrical_wiring_diagram,,1,0,2026-05-18,electrical_reference:1,J40.jpg,as_fitted_routes,1,j40_rt_027_exhaust_route_and_hanger_clearance_exhaust_heat_route_reference,L2 heat-clearance check:1,visual_reference_modelled,P3,,,,
electrical_system,pedal_box_wiring,old_accessory_wiring|cabin_engine_firewall_holes_survey_20260517|eps_vitz_controller_mount_and_wiring,5,0,2026-03-28,electrical_rework:5,20260328_053638_gp_t6Q3oCTA.jpg|20260328_053645_gp_6idpzPCg.jpg|20260328_174655_gp_uKQXWNAg.jpeg|20260328_232207.jpg|20260328_232208_gp_z4ICp1LA.jpg,chassis|engine_bay|interior,12,rhd_firewall_pedal_box_outer_plate|rhd_pedal_box_reinforcement|right_hand_drive_steering_box|steering_box_right_frame_mount_plate|steering_column_lower_firewall_shaft|steering_intermediate_shaft|accelerator_pedal_arm|accelerator_pedal_pad,L2 visible-detail primitive:5|L2 service datum:4|L2 routing reference:2|L2 bracket reference:1,visual_reference_modelled,P2,partially_removed|photo_intake_added|design_required,"Remove nonstandard LEDs speakers light bars and extra wiring|Map all existing cabin-to-engine firewall holes from the May 17 picker set, record diameter and station references, decide which openings can be reused for protected loom or control-cable routing, and list which holes need plugs, grommets, edge repair, or closure before final electrical wrap.|Mount the matched EPS ECU/controller in a dry serviceable cabin position and build new fused power ground ignition-trigger terminals grommets labels and loom protection using donor pigtails only for identification",direct|indirect,direct_photo_evidence
